============================================================== BACKTESTING REPORT =============================================================
|         Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |    Avg Duration |   Win  Draw  Loss  Win% |
|    REEF/USDT |        34 |           0.03 |           1.18 |            39.676 |           0.40 |         3:02:00 |    17     0    17  50.0 |
|     ZEN/USDT |         1 |           2.00 |           2.00 |            38.715 |           0.39 |        11:45:00 |     1     0     0   100 |
|     IMX/USDT |         4 |           0.59 |           2.34 |            36.279 |           0.36 |         2:30:00 |     3     0     1  75.0 |
|     DAR/USDT |         3 |           0.66 |           1.99 |            35.148 |           0.35 |         2:22:00 |     2     0     1  66.7 |
|      AR/USDT |        15 |           0.12 |           1.74 |            34.951 |           0.35 |         5:31:00 |     8     0     7  53.3 |
|    DUSK/USDT |         5 |           0.39 |           1.93 |            33.580 |           0.34 |         4:29:00 |     3     0     2  60.0 |
|     CRV/USDT |         7 |           0.24 |           1.70 |            33.071 |           0.33 |         2:37:00 |     4     0     3  57.1 |
|   STORJ/USDT |         1 |           2.00 |           2.00 |            32.587 |           0.33 |         0:40:00 |     1     0     0   100 |
|     VET/USDT |         3 |           0.66 |           1.98 |            28.561 |           0.29 |         1:48:00 |     2     0     1  66.7 |
|     BAT/USDT |         1 |           2.00 |           2.00 |            27.888 |           0.28 |         0:40:00 |     1     0     0   100 |
|    IOST/USDT |         1 |           2.00 |           2.00 |            27.617 |           0.28 |         4:35:00 |     1     0     0   100 |
|     FIL/USDT |         1 |           2.00 |           2.00 |            27.435 |           0.27 |         0:35:00 |     1     0     0   100 |
|     ONE/USDT |         1 |           2.00 |           2.00 |            26.929 |           0.27 |         0:05:00 |     1     0     0   100 |
|     FLM/USDT |         3 |           0.66 |           1.98 |            25.957 |           0.26 |         5:25:00 |     2     0     1  66.7 |
|     CVX/USDT |         6 |          -0.02 |          -0.13 |            22.636 |           0.23 |         1:48:00 |     3     0     3  50.0 |
|    MANA/USDT |         2 |          -0.01 |          -0.03 |             6.343 |           0.06 |         2:22:00 |     1     0     1  50.0 |
|    AVAX/USDT |         9 |           0.20 |           1.84 |             4.464 |           0.04 |         6:04:00 |     5     0     4  55.6 |
|    EGLD/USDT |         4 |          -0.02 |          -0.09 |             4.051 |           0.04 |         4:00:00 |     2     0     2  50.0 |
|   ALICE/USDT |         2 |          -0.01 |          -0.01 |             1.746 |           0.02 |        14:05:00 |     1     0     1  50.0 |
|     HOT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     OMG/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ONT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     SXP/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    CELR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ICX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    DEFI/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     XTZ/USDT |         2 |          -0.05 |          -0.10 |            -0.174 |          -0.00 |        16:28:00 |     1     0     1  50.0 |
|     XMR/USDT |        10 |          -0.02 |          -0.15 |            -2.991 |          -0.03 |        11:52:00 |     5     0     5  50.0 |
|    CELO/USDT |         6 |          -0.03 |          -0.20 |            -3.464 |          -0.03 |         3:05:00 |     3     0     3  50.0 |
|     HNT/USDT |        13 |          -0.16 |          -2.12 |            -3.875 |          -0.04 |         2:50:00 |     6     0     7  46.2 |
|     TRB/USDT |         8 |          -0.03 |          -0.27 |            -8.109 |          -0.08 |         3:36:00 |     4     0     4  50.0 |
|    API3/USDT |         4 |          -0.03 |          -0.11 |            -8.453 |          -0.08 |         0:42:00 |     2     0     2  50.0 |
|     XEM/USDT |         4 |          -0.04 |          -0.15 |            -9.764 |          -0.10 |        17:06:00 |     2     0     2  50.0 |
| 1000XEC/USDT |         2 |          -0.03 |          -0.05 |           -11.611 |          -0.12 |        12:42:00 |     1     0     1  50.0 |
|    IOTX/USDT |         4 |          -0.04 |          -0.16 |           -12.005 |          -0.12 |        19:29:00 |     2     0     2  50.0 |
|    ARPA/USDT |        14 |          -0.02 |          -0.23 |           -12.093 |          -0.12 |         8:18:00 |     7     0     7  50.0 |
|     MTL/USDT |         4 |          -0.02 |          -0.06 |           -14.173 |          -0.14 |         7:08:00 |     2     0     2  50.0 |
|    DOGE/USDT |        14 |          -0.02 |          -0.30 |           -14.261 |          -0.14 |         3:47:00 |     7     0     7  50.0 |
|  BTCDOM/USDT |        12 |          -0.06 |          -0.73 |           -16.527 |          -0.17 | 2 days, 1:40:00 |     6     0     6  50.0 |
|     UNI/USDT |        10 |          -0.02 |          -0.25 |           -18.510 |          -0.19 |         4:02:00 |     5     0     5  50.0 |
|    ROSE/USDT |         1 |          -2.03 |          -2.03 |           -25.674 |          -0.26 |         6:50:00 |     0     0     1     0 |
|     NEO/USDT |         1 |          -2.05 |          -2.05 |           -27.361 |          -0.27 |         1:25:00 |     0     0     1     0 |
|    TOMO/USDT |         9 |          -0.24 |          -2.20 |           -28.241 |          -0.28 |         2:57:00 |     4     0     5  44.4 |
|     GRT/USDT |         1 |          -2.05 |          -2.05 |           -28.295 |          -0.28 |        14:25:00 |     0     0     1     0 |
|     REN/USDT |        11 |          -0.21 |          -2.27 |           -28.555 |          -0.29 |         2:03:00 |     5     0     6  45.5 |
|    DASH/USDT |         3 |          -0.70 |          -2.09 |           -28.865 |          -0.29 |         3:57:00 |     1     0     2  33.3 |
|     ETC/USDT |        19 |          -0.13 |          -2.47 |           -31.039 |          -0.31 |         4:52:00 |     9     0    10  47.4 |
|    LINA/USDT |         7 |          -0.32 |          -2.26 |           -31.104 |          -0.31 |         1:34:00 |     3     0     4  42.9 |
|   OCEAN/USDT |         7 |          -0.31 |          -2.16 |           -33.018 |          -0.33 |         1:01:00 |     3     0     4  42.9 |
|    DENT/USDT |         1 |          -2.07 |          -2.07 |           -33.185 |          -0.33 |         4:25:00 |     0     0     1     0 |
|     ENJ/USDT |         1 |          -2.02 |          -2.02 |           -33.553 |          -0.34 |         7:25:00 |     0     0     1     0 |
|     BNX/USDT |        24 |          -0.10 |          -2.38 |           -34.250 |          -0.34 |        13:52:00 |    12     0    12  50.0 |
|     RVN/USDT |         1 |          -2.02 |          -2.02 |           -35.688 |          -0.36 |         1:20:00 |     0     0     1     0 |
|    CTSI/USDT |         3 |          -0.71 |          -2.12 |           -36.665 |          -0.37 |         1:02:00 |     1     0     2  33.3 |
|    QTUM/USDT |         1 |          -2.02 |          -2.02 |           -37.881 |          -0.38 |         7:20:00 |     0     0     1     0 |
|    ATOM/USDT |        13 |          -0.17 |          -2.25 |           -38.928 |          -0.39 |         4:20:00 |     6     0     7  46.2 |
|     ZRX/USDT |         3 |          -0.69 |          -2.08 |           -39.770 |          -0.40 |         2:13:00 |     1     0     2  33.3 |
|     SKL/USDT |         3 |          -0.70 |          -2.09 |           -41.400 |          -0.41 |        11:43:00 |     1     0     2  33.3 |
|     SFP/USDT |        10 |          -0.12 |          -1.21 |           -41.978 |          -0.42 |         0:56:00 |     5     0     5  50.0 |
|     DGB/USDT |         1 |          -2.17 |          -2.17 |           -42.456 |          -0.42 |         7:15:00 |     0     0     1     0 |
|    LINK/USDT |        12 |          -0.25 |          -2.99 |           -45.190 |          -0.45 |         4:15:00 |     5     0     7  41.7 |
|     FTM/USDT |         5 |          -0.44 |          -2.19 |           -46.996 |          -0.47 |         0:48:00 |     2     0     3  40.0 |
|     BCH/USDT |         6 |          -0.69 |          -4.12 |           -53.332 |          -0.53 |         3:17:00 |     2     0     4  33.3 |
|     LRC/USDT |         6 |          -0.70 |          -4.19 |           -57.671 |          -0.58 |         2:54:00 |     2     0     4  33.3 |
|   AUDIO/USDT |         4 |          -1.02 |          -4.08 |           -64.725 |          -0.65 |         2:11:00 |     1     0     3  25.0 |
|    SAND/USDT |         4 |          -1.03 |          -4.13 |           -67.252 |          -0.67 |         7:59:00 |     1     0     3  25.0 |
|     BAL/USDT |         2 |          -2.04 |          -4.08 |           -68.262 |          -0.68 |         1:00:00 |     0     0     2     0 |
|    ANKR/USDT |         2 |          -2.03 |          -4.06 |           -69.060 |          -0.69 |         3:58:00 |     0     0     2     0 |
|   THETA/USDT |         4 |          -1.03 |          -4.10 |           -72.326 |          -0.72 |         5:42:00 |     1     0     3  25.0 |
|     STG/USDT |        19 |          -0.14 |          -2.59 |           -73.420 |          -0.73 |         4:48:00 |     9     0    10  47.4 |
|     RLC/USDT |         8 |          -0.54 |          -4.31 |           -75.189 |          -0.75 |         3:38:00 |     3     0     5  37.5 |
|    RUNE/USDT |         2 |          -2.02 |          -4.05 |           -77.315 |          -0.77 |         9:00:00 |     0     0     2     0 |
|     ZIL/USDT |         2 |          -2.04 |          -4.07 |           -77.714 |          -0.78 |  1 day, 5:18:00 |     0     0     2     0 |
|    DYDX/USDT |        20 |          -0.22 |          -4.35 |           -78.403 |          -0.78 |         1:31:00 |     9     0    11  45.0 |
|     ICP/USDT |         4 |          -1.02 |          -4.08 |           -81.270 |          -0.81 |        14:52:00 |     1     0     3  25.0 |
|     AXS/USDT |         7 |          -0.85 |          -5.96 |           -84.352 |          -0.84 |         7:06:00 |     2     0     5  28.6 |
|     ATA/USDT |         7 |          -0.88 |          -6.14 |           -87.677 |          -0.88 |         3:18:00 |     2     0     5  28.6 |
|     ANT/USDT |         7 |          -0.87 |          -6.11 |           -94.620 |          -0.95 |         0:48:00 |     2     0     5  28.6 |
|    BAKE/USDT |         3 |          -2.05 |          -6.14 |           -96.595 |          -0.97 |         1:13:00 |     0     0     3     0 |
|     BLZ/USDT |         3 |          -2.04 |          -6.12 |           -99.623 |          -1.00 |         0:58:00 |     0     0     3     0 |
|     ZEC/USDT |         5 |          -1.22 |          -6.10 |          -101.697 |          -1.02 |         3:47:00 |     1     0     4  20.0 |
|     GAL/USDT |         3 |          -2.04 |          -6.11 |          -102.948 |          -1.03 |         0:08:00 |     0     0     3     0 |
|    GALA/USDT |         5 |          -1.24 |          -6.21 |          -108.368 |          -1.08 |         1:39:00 |     1     0     4  20.0 |
|    HBAR/USDT |         5 |          -1.24 |          -6.20 |          -111.183 |          -1.11 |        13:38:00 |     1     0     4  20.0 |
|     LTC/USDT |        12 |          -0.69 |          -8.31 |          -118.781 |          -1.19 |         4:45:00 |     4     0     8  33.3 |
|    ALGO/USDT |         9 |          -0.69 |          -6.19 |          -121.176 |          -1.21 |         5:22:00 |     3     0     6  33.3 |
|     WOO/USDT |        13 |          -0.49 |          -6.33 |          -121.377 |          -1.21 |         1:58:00 |     5     0     8  38.5 |
|     SNX/USDT |        15 |          -0.42 |          -6.25 |          -124.521 |          -1.25 |         2:31:00 |     6     0     9  40.0 |
|     BTC/USDT |        39 |          -0.22 |          -8.63 |          -135.210 |          -1.35 |        17:26:00 |    18     0    21  46.2 |
|    IOTA/USDT |         4 |          -2.03 |          -8.13 |          -141.675 |          -1.42 |         4:00:00 |     0     0     4     0 |
|     APE/USDT |        11 |          -0.94 |         -10.31 |          -149.786 |          -1.50 |         2:26:00 |     3     0     8  27.3 |
|    NEAR/USDT |        10 |          -0.83 |          -8.31 |          -153.562 |          -1.54 |         5:04:00 |     3     0     7  30.0 |
|    FLOW/USDT |         6 |          -1.38 |          -8.27 |          -160.533 |          -1.61 |         2:48:00 |     1     0     5  16.7 |
|     CTK/USDT |        11 |          -0.97 |         -10.64 |          -171.684 |          -1.72 |         5:50:00 |     3     0     8  27.3 |
|     LIT/USDT |        31 |          -0.35 |         -10.93 |          -177.911 |          -1.78 |         2:31:00 |    13     0    18  41.9 |
|    MASK/USDT |         9 |          -1.16 |         -10.47 |          -178.043 |          -1.78 |         0:38:00 |     2     0     7  22.2 |
|     ADA/USDT |        19 |          -0.55 |         -10.48 |          -178.710 |          -1.79 |         5:23:00 |     7     0    12  36.8 |
|     DOT/USDT |        14 |          -0.88 |         -12.35 |          -187.597 |          -1.88 |         5:19:00 |     4     0    10  28.6 |
|   JASMY/USDT |        13 |          -1.11 |         -14.38 |          -214.852 |          -2.15 |         5:37:00 |     3     0    10  23.1 |
|     ETH/USDT |        38 |          -0.34 |         -12.82 |          -223.352 |          -2.23 |         8:32:00 |    16     0    22  42.1 |
|   1INCH/USDT |        11 |          -1.31 |         -14.39 |          -243.876 |          -2.44 |         1:41:00 |     2     0     9  18.2 |
|   SUSHI/USDT |        21 |          -0.71 |         -14.85 |          -248.182 |          -2.48 |         2:25:00 |     7     0    14  33.3 |
|   MATIC/USDT |        19 |          -0.76 |         -14.51 |          -258.472 |          -2.58 |         4:30:00 |     6     0    13  31.6 |
|     XRP/USDT |        33 |          -0.45 |         -14.80 |          -266.963 |          -2.67 |         7:42:00 |    13     0    20  39.4 |
|     ENS/USDT |        17 |          -1.09 |         -18.54 |          -324.343 |          -3.24 |         4:18:00 |     4     0    13  23.5 |
|   LUNA2/USDT |        20 |          -1.03 |         -20.59 |          -341.905 |          -3.42 |         6:00:00 |     5     0    15  25.0 |
|     MKR/USDT |        27 |          -0.69 |         -18.51 |          -346.395 |          -3.46 |         3:13:00 |     9     0    18  33.3 |
|        TOTAL |      1196 |          -0.17 |        -202.68 |         -3414.810 |         -34.15 |         5:49:00 |   555     0   641  46.4 |
=========================================================== ENTER TAG STATS ===========================================================
|   TAG |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|-------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
| TOTAL |      1196 |          -0.17 |        -202.68 |         -3414.810 |         -34.15 |        5:49:00 |   555     0   641  46.4 |
===================================================== EXIT REASON STATS =====================================================
|   Exit Reason |   Exits |   Win  Draws  Loss  Win% |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |
|---------------+---------+--------------------------+----------------+----------------+-------------------+----------------|
|     stop_loss |     639 |      0     0   639     0 |          -2.04 |       -1305.44 |        -22142.4   |        -261.09 |
|           roi |     552 |    552     0     0   100 |           2    |        1103.21 |         18733.2   |         220.64 |
|    force_exit |       5 |      3     0     2  60.0 |          -0.09 |          -0.45 |            -5.661 |          -0.09 |
========================================================= LEFT OPEN TRADES REPORT =========================================================
|      Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|-----------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
|  IMX/USDT |         1 |           0.37 |           0.37 |             4.806 |           0.05 |        5:10:00 |     1     0     0   100 |
|  BNX/USDT |         1 |           0.06 |           0.06 |             0.790 |           0.01 |        5:15:00 |     1     0     0   100 |
|  BTC/USDT |         1 |           0.04 |           0.04 |             0.558 |           0.01 |        1:00:00 |     1     0     0   100 |
| REEF/USDT |         1 |          -0.14 |          -0.14 |            -1.794 |          -0.02 |        1:00:00 |     0     0     1     0 |
| LINK/USDT |         1 |          -0.78 |          -0.78 |           -10.021 |          -0.10 |        1:00:00 |     0     0     1     0 |
|     TOTAL |         5 |          -0.09 |          -0.45 |            -5.661 |          -0.06 |        2:41:00 |     3     0     2  60.0 |
================== SUMMARY METRICS ==================
| Metric                      | Value               |
|-----------------------------+---------------------|
| Backtesting from            | 2022-10-01 00:00:00 |
| Backtesting to              | 2022-12-01 00:00:00 |
| Max open trades             | 5                   |
|                             |                     |
| Total/Daily Avg Trades      | 1196 / 19.61        |
| Starting balance            | 10000 USDT          |
| Final balance               | 6585.19 USDT        |
| Absolute profit             | -3414.81 USDT       |
| Total profit %              | -34.15%             |
| CAGR %                      | -91.79%             |
| Profit factor               | 0.85                |
| Trades per day              | 19.61               |
| Avg. daily profit %         | -0.56%              |
| Avg. stake amount           | 1695.208 USDT       |
| Total trade volume          | 2027469.143 USDT    |
|                             |                     |
| Long / Short                | 564 / 632           |
| Total profit Long %         | -11.98%             |
| Total profit Short %        | -22.16%             |
| Absolute profit Long        | -1198.383 USDT      |
| Absolute profit Short       | -2216.427 USDT      |
|                             |                     |
| Best Pair                   | LDO/USDT 17.85%     |
| Worst Pair                  | LUNA2/USDT -20.59%  |
| Best trade                  | AXS/USDT 2.15%      |
| Worst trade                 | BTCDOM/USDT -2.74%  |
| Best day                    | 285.913 USDT        |
| Worst day                   | -521.389 USDT       |
| Days win/draw/lose          | 23 / 0 / 39         |
| Avg. Duration Winners       | 5:44:00             |
| Avg. Duration Loser         | 5:53:00             |
| Rejected Entry signals      | 2106218             |
| Entry/Exit Timeouts         | 0 / 0               |
|                             |                     |
| Min balance                 | 6565.073 USDT       |
| Max balance                 | 10231.08 USDT       |
| Max % of account underwater | 35.83%              |
| Absolute Drawdown (Account) | 35.83%              |
| Absolute Drawdown           | 3666.007 USDT       |
| Drawdown high               | 231.08 USDT         |
| Drawdown low                | -3434.927 USDT      |
| Drawdown Start              | 2022-10-23 23:45:00 |
| Drawdown End                | 2022-11-30 22:55:00 |
| Market change               | -15.73%             |
=====================================================
