============================================================== BACKTESTING REPORT =============================================================
|         Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |    Avg Duration |   Win  Draw  Loss  Win% |
|     BTC/USDT |        59 |          -0.02 |          -0.92 |            12.005 |           0.12 |        18:37:00 |    30     0    29  50.8 |
|     SXP/USDT |        13 |           0.13 |           1.74 |            10.775 |           0.11 |         1:51:00 |     7     0     6  53.8 |
|    TOMO/USDT |        24 |           0.07 |           1.67 |            10.427 |           0.10 |         8:41:00 |    13     0    11  54.2 |
|    IOTX/USDT |        15 |           0.11 |           1.72 |             9.269 |           0.09 |         8:29:00 |     8     0     7  53.3 |
|    MASK/USDT |        28 |          -0.00 |          -0.06 |             9.268 |           0.09 |         1:31:00 |    14     0    14  50.0 |
|    ROSE/USDT |        12 |          -0.02 |          -0.20 |             5.693 |           0.06 |        10:22:00 |     6     0     6  50.0 |
|   STORJ/USDT |        13 |           0.14 |           1.78 |             5.165 |           0.05 |         2:20:00 |     7     0     6  53.8 |
|    COMP/USDT |        17 |           0.10 |           1.70 |             5.057 |           0.05 |         2:30:00 |     9     0     8  52.9 |
|     TRX/USDT |        42 |          -0.03 |          -1.10 |             3.466 |           0.03 |        18:57:00 |    21     0    21  50.0 |
|    NEAR/USDT |        55 |           0.05 |           2.60 |             2.513 |           0.03 |         4:22:00 |    28     0    27  50.9 |
|    HBAR/USDT |        30 |           0.11 |           3.42 |             2.260 |           0.02 |        10:00:00 |    16     0    14  53.3 |
|    DYDX/USDT |        80 |           0.03 |           2.56 |             2.063 |           0.02 |         2:19:00 |    41     0    39  51.2 |
|   SPELL/USDT |        28 |          -0.02 |          -0.45 |             1.199 |           0.01 |         6:32:00 |    14     0    14  50.0 |
|     XEM/USDT |        35 |           0.04 |           1.34 |             0.079 |           0.00 |        13:16:00 |    18     0    17  51.4 |
|     OMG/USDT |        11 |          -0.22 |          -2.43 |            -2.070 |          -0.02 |         7:32:00 |     5     0     6  45.5 |
|     ICX/USDT |         4 |          -0.01 |          -0.04 |            -3.072 |          -0.03 |         9:29:00 |     2     0     2  50.0 |
|     LRC/USDT |        15 |          -0.16 |          -2.33 |            -3.419 |          -0.03 |         4:09:00 |     7     0     8  46.7 |
|     ZRX/USDT |        14 |          -0.08 |          -1.08 |            -7.449 |          -0.07 |         2:58:00 |     7     0     7  50.0 |
|     ZEN/USDT |        11 |          -0.21 |          -2.30 |            -8.167 |          -0.08 |         8:20:00 |     5     0     6  45.5 |
|    DEFI/USDT |         1 |          -2.05 |          -2.05 |            -8.470 |          -0.08 |         1:35:00 |     0     0     1     0 |
|    CELR/USDT |        11 |          -0.20 |          -2.25 |            -9.503 |          -0.10 |         3:30:00 |     5     0     6  45.5 |
|    QTUM/USDT |         7 |          -0.31 |          -2.15 |           -10.872 |          -0.11 |         3:52:00 |     3     0     4  42.9 |
|     ONE/USDT |         7 |          -0.31 |          -2.20 |           -13.186 |          -0.13 |         1:01:00 |     3     0     4  42.9 |
|    IOST/USDT |         8 |          -0.52 |          -4.16 |           -14.291 |          -0.14 |        10:14:00 |     3     0     5  37.5 |
|     RVN/USDT |        17 |          -0.13 |          -2.23 |           -15.851 |          -0.16 |         4:54:00 |     8     0     9  47.1 |
| 1000XEC/USDT |        15 |          -0.15 |          -2.20 |           -17.009 |          -0.17 |        11:02:00 |     7     0     8  46.7 |
|    UNFI/USDT |        45 |          -0.07 |          -3.02 |           -17.281 |          -0.17 |         2:30:00 |    22     0    23  48.9 |
|    API3/USDT |        15 |          -0.16 |          -2.45 |           -17.501 |          -0.18 |         1:43:00 |     7     0     8  46.7 |
|     RSR/USDT |        69 |          -0.06 |          -4.39 |           -19.703 |          -0.20 |         3:06:00 |    34     0    35  49.3 |
|     BNX/USDT |        65 |          -0.02 |          -1.39 |           -19.879 |          -0.20 |        12:56:00 |    33     0    32  50.8 |
|    COTI/USDT |        36 |          -0.13 |          -4.74 |           -20.679 |          -0.21 |         5:10:00 |    17     0    19  47.2 |
|     RLC/USDT |        24 |          -0.20 |          -4.68 |           -20.930 |          -0.21 |         5:13:00 |    11     0    13  45.8 |
|    AAVE/USDT |        34 |          -0.14 |          -4.60 |           -22.457 |          -0.22 |         5:35:00 |    16     0    18  47.1 |
|     ENJ/USDT |         8 |          -0.52 |          -4.20 |           -22.465 |          -0.22 |         3:16:00 |     3     0     5  37.5 |
|     SKL/USDT |        12 |          -0.36 |          -4.29 |           -24.726 |          -0.25 |         5:42:00 |     5     0     7  41.7 |
|    GALA/USDT |        27 |          -0.10 |          -2.65 |           -25.356 |          -0.25 |         2:38:00 |    13     0    14  48.1 |
|     UNI/USDT |        41 |          -0.17 |          -6.99 |           -26.611 |          -0.27 |         3:20:00 |    19     0    22  46.3 |
|    ANKR/USDT |        13 |          -0.48 |          -6.24 |           -28.223 |          -0.28 |         4:06:00 |     5     0     8  38.5 |
|     HNT/USDT |        57 |          -0.12 |          -7.06 |           -29.602 |          -0.30 |         3:59:00 |    27     0    30  47.4 |
|    DASH/USDT |        22 |          -0.39 |          -8.53 |           -30.241 |          -0.30 |         5:39:00 |     9     0    13  40.9 |
|   THETA/USDT |        25 |          -0.26 |          -6.47 |           -31.230 |          -0.31 |         7:51:00 |    11     0    14  44.0 |
|    DOGE/USDT |        52 |          -0.10 |          -5.17 |           -31.297 |          -0.31 |         4:04:00 |    25     0    27  48.1 |
|     TRB/USDT |        39 |          -0.18 |          -6.86 |           -31.918 |          -0.32 |         3:48:00 |    18     0    21  46.2 |
|    RUNE/USDT |        20 |          -0.22 |          -4.42 |           -32.569 |          -0.33 |         6:13:00 |     9     0    11  45.0 |
|     GRT/USDT |        19 |          -0.37 |          -7.10 |           -32.620 |          -0.33 |         2:40:00 |     8     0    11  42.1 |
|    LINK/USDT |        69 |          -0.15 |         -10.14 |           -33.191 |          -0.33 |         4:55:00 |    32     0    37  46.4 |
|     LTC/USDT |        53 |          -0.14 |          -7.18 |           -33.786 |          -0.34 |         8:02:00 |    25     0    28  47.2 |
|     ANT/USDT |        28 |          -0.31 |          -8.61 |           -34.581 |          -0.35 |         3:32:00 |    12     0    16  42.9 |
|   ALICE/USDT |        14 |          -0.59 |          -8.22 |           -35.571 |          -0.36 |         4:45:00 |     5     0     9  35.7 |
|     NKN/USDT |        48 |          -0.19 |          -9.12 |           -36.139 |          -0.36 |         3:50:00 |    22     0    26  45.8 |
|     GMT/USDT |        68 |          -0.11 |          -7.27 |           -36.906 |          -0.37 |         5:46:00 |    32     0    36  47.1 |
|     ETC/USDT |        84 |          -0.13 |         -10.91 |           -38.217 |          -0.38 |         4:55:00 |    40     0    44  47.6 |
|     GAL/USDT |        20 |          -0.42 |          -8.46 |           -38.286 |          -0.38 |         3:32:00 |     8     0    12  40.0 |
|    MANA/USDT |        16 |          -0.53 |          -8.45 |           -38.765 |          -0.39 |         5:04:00 |     6     0    10  37.5 |
|     ENS/USDT |        78 |          -0.12 |          -9.61 |           -38.895 |          -0.39 |         3:39:00 |    37     0    41  47.4 |
|     MTL/USDT |        24 |          -0.35 |          -8.45 |           -41.651 |          -0.42 |         6:04:00 |    10     0    14  41.7 |
|     ATA/USDT |        45 |          -0.25 |         -11.08 |           -42.972 |          -0.43 |         3:44:00 |    20     0    25  44.4 |
|     CTK/USDT |        33 |          -0.33 |         -10.90 |           -43.339 |          -0.43 |         9:36:00 |    14     0    19  42.4 |
|    STMX/USDT |        22 |          -0.37 |          -8.05 |           -44.526 |          -0.45 |         7:32:00 |     9     0    13  40.9 |
|     ONT/USDT |        10 |          -0.83 |          -8.27 |           -44.609 |          -0.45 |         8:06:00 |     3     0     7  30.0 |
|     OGN/USDT |        18 |          -0.47 |          -8.39 |           -44.705 |          -0.45 |         2:02:00 |     7     0    11  38.9 |
|     NEO/USDT |        22 |          -0.38 |          -8.44 |           -44.803 |          -0.45 |         8:39:00 |     9     0    13  40.9 |
|     ZIL/USDT |        17 |          -0.61 |         -10.44 |           -45.177 |          -0.45 |         7:07:00 |     6     0    11  35.3 |
|     C98/USDT |        24 |          -0.35 |          -8.47 |           -46.718 |          -0.47 |         2:33:00 |    10     0    14  41.7 |
|   MATIC/USDT |        75 |          -0.15 |         -11.53 |           -48.123 |          -0.48 |         4:27:00 |    35     0    40  46.7 |
|    ATOM/USDT |        52 |          -0.17 |          -9.08 |           -48.482 |          -0.48 |         5:14:00 |    24     0    28  46.2 |
|    BAKE/USDT |        24 |          -0.53 |         -12.76 |           -50.301 |          -0.50 |         3:29:00 |     9     0    15  37.5 |
|     STG/USDT |        45 |          -0.17 |          -7.61 |           -51.116 |          -0.51 |         5:42:00 |    21     0    24  46.7 |
|     BAL/USDT |        24 |          -0.53 |         -12.71 |           -51.793 |          -0.52 |         3:22:00 |     9     0    15  37.5 |
|     APE/USDT |        58 |          -0.23 |         -13.24 |           -52.206 |          -0.52 |         3:33:00 |    26     0    32  44.8 |
|   LUNA2/USDT |        69 |          -0.16 |         -11.28 |           -54.573 |          -0.55 |         6:11:00 |    32     0    37  46.4 |
|     VET/USDT |        17 |          -0.85 |         -14.48 |           -54.700 |          -0.55 |         2:41:00 |     5     0    12  29.4 |
|    REEF/USDT |        98 |          -0.14 |         -14.07 |           -56.122 |          -0.56 |         4:53:00 |    46     0    52  46.9 |
|    IOTA/USDT |        18 |          -0.69 |         -12.41 |           -56.124 |          -0.56 |         3:52:00 |     6     0    12  33.3 |
|   SUSHI/USDT |        97 |          -0.13 |         -12.34 |           -58.323 |          -0.58 |         2:14:00 |    46     0    51  47.4 |
|     DOT/USDT |        40 |          -0.33 |         -13.15 |           -60.221 |          -0.60 |         8:08:00 |    17     0    23  42.5 |
|    DENT/USDT |        12 |          -1.05 |         -12.65 |           -60.463 |          -0.60 |         5:26:00 |     3     0     9  25.0 |
|    FLOW/USDT |        14 |          -0.89 |         -12.41 |           -64.935 |          -0.65 |         7:43:00 |     4     0    10  28.6 |
|     ZEC/USDT |        34 |          -0.38 |         -12.86 |           -67.440 |          -0.67 |         6:54:00 |    14     0    20  41.2 |
|     LIT/USDT |        88 |          -0.16 |         -14.30 |           -67.472 |          -0.67 |         2:19:00 |    41     0    47  46.6 |
|      AR/USDT |        61 |          -0.18 |         -11.25 |           -69.843 |          -0.70 |         3:47:00 |    28     0    33  45.9 |
|     WOO/USDT |        47 |          -0.32 |         -15.11 |           -72.005 |          -0.72 |         3:02:00 |    20     0    27  42.6 |
|     XMR/USDT |        36 |          -0.47 |         -16.84 |           -78.176 |          -0.78 |        13:23:00 |    14     0    22  38.9 |
|     FIL/USDT |        35 |          -0.43 |         -14.88 |           -79.282 |          -0.79 |         6:22:00 |    14     0    21  40.0 |
|     GTC/USDT |        30 |          -0.56 |         -16.73 |           -80.157 |          -0.80 |         1:05:00 |    11     0    19  36.7 |
|     ICP/USDT |        28 |          -0.60 |         -16.75 |           -80.210 |          -0.80 |         6:21:00 |    10     0    18  35.7 |
|     CRV/USDT |        46 |          -0.37 |         -17.19 |           -82.184 |          -0.82 |         2:50:00 |    19     0    27  41.3 |
|     ETH/USDT |        77 |          -0.20 |         -15.57 |           -83.750 |          -0.84 |         9:05:00 |    35     0    42  45.5 |
|     SOL/USDT |        93 |          -0.22 |         -20.56 |           -90.647 |          -0.91 |         4:55:00 |    42     0    51  45.2 |
|   1INCH/USDT |        32 |          -0.65 |         -20.85 |           -91.219 |          -0.91 |         7:30:00 |    11     0    21  34.4 |
|     ADA/USDT |        60 |          -0.36 |         -21.34 |           -95.471 |          -0.95 |         8:10:00 |    25     0    35  41.7 |
|     BLZ/USDT |        33 |          -0.72 |         -23.66 |          -102.666 |          -1.03 |         4:35:00 |    11     0    22  33.3 |
|   JASMY/USDT |        69 |          -0.46 |         -31.79 |          -130.637 |          -1.31 |         3:59:00 |    27     0    42  39.1 |
|     EOS/USDT |        54 |          -0.56 |         -30.22 |          -143.772 |          -1.44 |         7:26:00 |    20     0    34  37.0 |
|     XRP/USDT |        86 |          -0.44 |         -37.84 |          -155.900 |          -1.56 |         6:34:00 |    34     0    52  39.5 |
|     BCH/USDT |        33 |          -1.16 |         -38.43 |          -175.846 |          -1.76 |         8:46:00 |     7     0    26  21.2 |
|     CHZ/USDT |        78 |          -0.49 |         -37.84 |          -177.725 |          -1.78 |         2:55:00 |    30     0    48  38.5 |
|     MKR/USDT |        80 |          -0.51 |         -41.11 |          -226.124 |          -2.26 |         5:28:00 |    30     0    50  37.5 |
|        TOTAL |      4869 |          -0.10 |        -496.82 |         -2265.721 |         -22.66 |         5:30:00 |  2338     0  2531  48.0 |
=========================================================== ENTER TAG STATS ===========================================================
|   TAG |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|-------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
| TOTAL |      4869 |          -0.10 |        -496.82 |         -2265.721 |         -22.66 |        5:30:00 |  2338     0  2531  48.0 |
===================================================== EXIT REASON STATS =====================================================
|   Exit Reason |   Exits |   Win  Draws  Loss  Win% |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |
|---------------+---------+--------------------------+----------------+----------------+-------------------+----------------|
|     stop_loss |    2524 |      0     0  2524     0 |          -2.04 |       -5151.68 |        -24105.1   |        -257.58 |
|           roi |    2326 |   2326     0     0   100 |           2    |        4652.6  |         21831     |         232.63 |
|    force_exit |      19 |     12     0     7  63.2 |           0.12 |           2.27 |             8.432 |           0.11 |
========================================================== LEFT OPEN TRADES REPORT ===========================================================
|        Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |    Avg Duration |   Win  Draw  Loss  Win% |
|-------------+-----------+----------------+----------------+-------------------+----------------+-----------------+-------------------------|
|    GRT/USDT |         1 |           1.33 |           1.33 |             5.064 |           0.05 |         3:55:00 |     1     0     0   100 |
|    BLZ/USDT |         1 |           1.17 |           1.17 |             4.466 |           0.04 |         4:05:00 |     1     0     0   100 |
|    ZRX/USDT |         1 |           1.13 |           1.13 |             4.235 |           0.04 |         3:05:00 |     1     0     0   100 |
|    RSR/USDT |         1 |           0.99 |           0.99 |             3.776 |           0.04 |         3:55:00 |     1     0     0   100 |
|    BAT/USDT |         1 |           0.94 |           0.94 |             3.583 |           0.04 |         3:55:00 |     1     0     0   100 |
|    ETC/USDT |         1 |           0.80 |           0.80 |             3.016 |           0.03 |         3:35:00 |     1     0     0   100 |
|    IMX/USDT |         1 |           0.37 |           0.37 |             1.399 |           0.01 |         5:10:00 |     1     0     0   100 |
|    EOS/USDT |         1 |           0.28 |           0.28 |             1.058 |           0.01 |         2:25:00 |     1     0     0   100 |
|   SAND/USDT |         1 |           0.18 |           0.18 |             0.690 |           0.01 |         0:30:00 |     1     0     0   100 |
|   TOMO/USDT |         1 |           0.14 |           0.14 |             0.537 |           0.01 |         3:55:00 |     1     0     0   100 |
|    BNX/USDT |         1 |           0.06 |           0.06 |             0.227 |           0.00 |         5:15:00 |     1     0     0   100 |
|    BTC/USDT |         1 |           0.04 |           0.04 |             0.162 |           0.00 |         1:00:00 |     1     0     0   100 |
| BTCDOM/USDT |         1 |          -0.19 |          -0.19 |            -0.737 |          -0.01 |        20:30:00 |     0     0     1     0 |
|    GMT/USDT |         1 |          -0.19 |          -0.19 |            -0.738 |          -0.01 |         1:00:00 |     0     0     1     0 |
|   NEAR/USDT |         1 |          -0.33 |          -0.33 |            -1.155 |          -0.01 |         2:10:00 |     0     0     1     0 |
|   LINK/USDT |         1 |          -0.78 |          -0.78 |            -2.968 |          -0.03 |         1:00:00 |     0     0     1     0 |
|   KAVA/USDT |         1 |          -1.01 |          -1.01 |            -3.866 |          -0.04 |         3:55:00 |     0     0     1     0 |
|    MKR/USDT |         1 |          -1.27 |          -1.27 |            -4.951 |          -0.05 | 1 day, 10:50:00 |     0     0     1     0 |
|    BCH/USDT |         1 |          -1.38 |          -1.38 |            -5.364 |          -0.05 |        14:30:00 |     0     0     1     0 |
|       TOTAL |        19 |           0.12 |           2.27 |             8.432 |           0.08 |         6:15:00 |    12     0     7  63.2 |
================== SUMMARY METRICS ==================
| Metric                      | Value               |
|-----------------------------+---------------------|
| Backtesting from            | 2022-10-01 00:00:00 |
| Backtesting to              | 2022-12-01 00:00:00 |
| Max open trades             | 20                  |
|                             |                     |
| Total/Daily Avg Trades      | 4869 / 79.82        |
| Starting balance            | 10000 USDT          |
| Final balance               | 7734.279 USDT       |
| Absolute profit             | -2265.721 USDT      |
| Total profit %              | -22.66%             |
| CAGR %                      | -78.50%             |
| Profit factor               | 0.91                |
| Trades per day              | 79.82               |
| Avg. daily profit %         | -0.37%              |
| Avg. stake amount           | 468.153 USDT        |
| Total trade volume          | 2279438.704 USDT    |
|                             |                     |
| Long / Short                | 2354 / 2515         |
| Total profit Long %         | -15.40%             |
| Total profit Short %        | -7.25%              |
| Absolute profit Long        | -1540.28 USDT       |
| Absolute profit Short       | -725.441 USDT       |
|                             |                     |
| Best Pair                   | SNX/USDT 36.95%     |
| Worst Pair                  | MKR/USDT -41.11%    |
| Best trade                  | MASK/USDT 2.75%     |
| Worst trade                 | BTCDOM/USDT -2.74%  |
| Best day                    | 561.573 USDT        |
| Worst day                   | -455.724 USDT       |
| Days win/draw/lose          | 25 / 0 / 37         |
| Avg. Duration Winners       | 5:42:00             |
| Avg. Duration Loser         | 5:19:00             |
| Rejected Entry signals      | 1544428             |
| Entry/Exit Timeouts         | 0 / 0               |
|                             |                     |
| Min balance                 | 7702.72 USDT        |
| Max balance                 | 11296.84 USDT       |
| Max % of account underwater | 31.82%              |
| Absolute Drawdown (Account) | 31.82%              |
| Absolute Drawdown           | 3594.12 USDT        |
| Drawdown high               | 1296.84 USDT        |
| Drawdown low                | -2297.28 USDT       |
| Drawdown Start              | 2022-10-24 00:00:00 |
| Drawdown End                | 2022-11-30 22:55:00 |
| Market change               | -15.73%             |
=====================================================
