============================================================== BACKTESTING REPORT =============================================================
|         Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |    Avg Duration |   Win  Draw  Loss  Win% |
|    STMX/USDT |         1 |           1.98 |           1.98 |            34.158 |           0.34 |  1 day, 8:05:00 |     1     0     0   100 |
|     HNT/USDT |        10 |          -0.00 |          -0.04 |            32.965 |           0.33 |         2:33:00 |     5     0     5  50.0 |
|     TRX/USDT |        11 |           0.15 |           1.67 |            27.280 |           0.27 |  1 day, 2:54:00 |     6     0     5  54.5 |
|    AVAX/USDT |         7 |           0.27 |           1.88 |            20.932 |           0.21 |         7:02:00 |     4     0     3  57.1 |
|  BTCDOM/USDT |        13 |           0.09 |           1.19 |            13.373 |           0.13 | 2 days, 1:14:00 |     7     0     6  53.8 |
|    TOMO/USDT |        10 |          -0.02 |          -0.23 |            12.309 |           0.12 |         5:01:00 |     5     0     5  50.0 |
|    DUSK/USDT |         4 |          -0.02 |          -0.07 |             2.552 |           0.03 |         5:18:00 |     2     0     2  50.0 |
|     ETC/USDT |        14 |          -0.02 |          -0.30 |             1.144 |           0.01 |         4:57:00 |     7     0     7  50.0 |
|    EGLD/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     RVN/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     XTZ/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     HOT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     OMG/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    ROSE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ONT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    IOST/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     BAT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     SXP/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    CELR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ICX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    DEFI/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    DASH/USDT |         2 |          -0.03 |          -0.06 |            -1.673 |          -0.02 |         2:52:00 |     1     0     1  50.0 |
|     SFP/USDT |         9 |           0.10 |           0.86 |            -2.020 |          -0.02 |         0:29:00 |     5     0     4  55.6 |
|   STORJ/USDT |         2 |          -0.01 |          -0.03 |            -5.373 |          -0.05 |         1:32:00 |     1     0     1  50.0 |
|     XMR/USDT |         8 |          -0.01 |          -0.10 |           -10.034 |          -0.10 |        19:16:00 |     4     0     4  50.0 |
|    ARPA/USDT |        12 |          -0.02 |          -0.20 |           -14.206 |          -0.14 |         9:03:00 |     6     0     6  50.0 |
|     MTL/USDT |         2 |          -0.01 |          -0.02 |           -14.718 |          -0.15 |         6:15:00 |     1     0     1  50.0 |
|    API3/USDT |         4 |          -0.03 |          -0.11 |           -15.812 |          -0.16 |         0:42:00 |     2     0     2  50.0 |
|     STG/USDT |        14 |          -0.03 |          -0.45 |           -28.044 |          -0.28 |         5:20:00 |     7     0     7  50.0 |
|     BCH/USDT |         5 |          -0.42 |          -2.09 |           -35.070 |          -0.35 |         3:34:00 |     2     0     3  40.0 |
|     NEO/USDT |         1 |          -2.05 |          -2.05 |           -36.786 |          -0.37 |         1:25:00 |     0     0     1     0 |
|     GRT/USDT |         1 |          -2.05 |          -2.05 |           -37.888 |          -0.38 |        14:25:00 |     0     0     1     0 |
|     SKL/USDT |         1 |          -2.03 |          -2.03 |           -40.469 |          -0.40 |         0:10:00 |     0     0     1     0 |
|    BAKE/USDT |         1 |          -2.05 |          -2.05 |           -41.458 |          -0.41 |         1:40:00 |     0     0     1     0 |
|     LRC/USDT |         5 |          -0.43 |          -2.15 |           -41.950 |          -0.42 |         2:40:00 |     2     0     3  40.0 |
|     UNI/USDT |         7 |          -0.31 |          -2.19 |           -42.439 |          -0.42 |         2:59:00 |     3     0     4  42.9 |
|    MANA/USDT |         1 |          -2.03 |          -2.03 |           -42.767 |          -0.43 |         3:25:00 |     0     0     1     0 |
|    DENT/USDT |         1 |          -2.07 |          -2.07 |           -45.832 |          -0.46 |         4:25:00 |     0     0     1     0 |
|     BAL/USDT |         1 |          -2.03 |          -2.03 |           -46.079 |          -0.46 |         2:00:00 |     0     0     1     0 |
|     ENJ/USDT |         1 |          -2.02 |          -2.02 |           -46.232 |          -0.46 |         7:25:00 |     0     0     1     0 |
|     SNX/USDT |         9 |          -0.24 |          -2.12 |           -46.716 |          -0.47 |         1:54:00 |     4     0     5  44.4 |
|    CTSI/USDT |         3 |          -0.71 |          -2.12 |           -47.230 |          -0.47 |         1:02:00 |     1     0     2  33.3 |
|     ZIL/USDT |         1 |          -2.02 |          -2.02 |           -47.433 |          -0.47 |  1 day, 3:25:00 |     0     0     1     0 |
|     GAL/USDT |         1 |          -2.03 |          -2.03 |           -47.469 |          -0.47 |         0:00:00 |     0     0     1     0 |
|     XEM/USDT |         1 |          -1.98 |          -1.98 |           -48.884 |          -0.49 |         6:05:00 |     0     0     1     0 |
|    ANKR/USDT |         1 |          -2.05 |          -2.05 |           -48.899 |          -0.49 |         0:30:00 |     0     0     1     0 |
|   ALICE/USDT |         1 |          -2.02 |          -2.02 |           -49.472 |          -0.49 |        17:35:00 |     0     0     1     0 |
|    QTUM/USDT |         1 |          -2.02 |          -2.02 |           -50.124 |          -0.50 |         7:20:00 |     0     0     1     0 |
|    RUNE/USDT |         1 |          -2.01 |          -2.01 |           -50.397 |          -0.50 |        16:25:00 |     0     0     1     0 |
| 1000XEC/USDT |         1 |          -2.03 |          -2.03 |           -50.866 |          -0.51 |        13:45:00 |     0     0     1     0 |
|     ICP/USDT |         3 |          -0.68 |          -2.03 |           -51.164 |          -0.51 |        18:48:00 |     1     0     2  33.3 |
|    ATOM/USDT |         9 |          -0.24 |          -2.17 |           -51.380 |          -0.51 |         5:28:00 |     4     0     5  44.4 |
|    HBAR/USDT |         5 |          -0.44 |          -2.18 |           -51.777 |          -0.52 |        12:22:00 |     2     0     3  40.0 |
|     ZRX/USDT |         3 |          -0.69 |          -2.08 |           -53.033 |          -0.53 |         2:13:00 |     1     0     2  33.3 |
|     DGB/USDT |         1 |          -2.17 |          -2.17 |           -53.952 |          -0.54 |         7:15:00 |     0     0     1     0 |
|    ALGO/USDT |         7 |          -0.30 |          -2.13 |           -55.506 |          -0.56 |         5:46:00 |     3     0     4  42.9 |
|     RLC/USDT |         7 |          -0.33 |          -2.28 |           -56.365 |          -0.56 |         3:19:00 |     3     0     4  42.9 |
|     BTC/USDT |        37 |          -0.12 |          -4.42 |           -58.681 |          -0.59 |        16:40:00 |    18     0    19  48.6 |
|   THETA/USDT |         3 |          -0.69 |          -2.07 |           -61.829 |          -0.62 |         4:52:00 |     1     0     2  33.3 |
|     ANT/USDT |         6 |          -0.67 |          -4.03 |           -79.625 |          -0.80 |         0:53:00 |     2     0     4  33.3 |
|     BLZ/USDT |         2 |          -2.04 |          -4.07 |           -81.317 |          -0.81 |         1:05:00 |     0     0     2     0 |
|    KAVA/USDT |         6 |          -0.70 |          -4.18 |           -86.059 |          -0.86 |         0:36:00 |     2     0     4  33.3 |
|   AUDIO/USDT |         4 |          -1.02 |          -4.08 |           -86.287 |          -0.86 |         2:11:00 |     1     0     3  25.0 |
|    IOTX/USDT |         4 |          -1.04 |          -4.16 |           -87.384 |          -0.87 |         9:14:00 |     1     0     3  25.0 |
|   OCEAN/USDT |         6 |          -0.69 |          -4.16 |           -89.379 |          -0.89 |         0:36:00 |     2     0     4  33.3 |
|    SAND/USDT |         4 |          -1.03 |          -4.13 |           -89.662 |          -0.90 |         7:40:00 |     1     0     3  25.0 |
|   SUSHI/USDT |        18 |          -0.26 |          -4.70 |           -91.840 |          -0.92 |         2:08:00 |     8     0    10  44.4 |
|    GALA/USDT |         4 |          -1.04 |          -4.14 |           -95.207 |          -0.95 |         2:06:00 |     1     0     3  25.0 |
|     FTM/USDT |         2 |          -2.06 |          -4.12 |           -97.440 |          -0.97 |         0:38:00 |     0     0     2     0 |
|    FLOW/USDT |         2 |          -2.06 |          -4.12 |          -100.976 |          -1.01 |         1:22:00 |     0     0     2     0 |
|     WOO/USDT |        10 |          -0.42 |          -4.25 |          -101.155 |          -1.01 |         2:00:00 |     4     0     6  40.0 |
|    MASK/USDT |         6 |          -0.73 |          -4.40 |          -105.970 |          -1.06 |         0:31:00 |     2     0     4  33.3 |
|     LIT/USDT |        28 |          -0.16 |          -4.60 |          -107.735 |          -1.08 |         2:26:00 |    13     0    15  46.4 |
|     APE/USDT |         7 |          -0.88 |          -6.17 |          -117.859 |          -1.18 |         1:51:00 |     2     0     5  28.6 |
|     LTC/USDT |        11 |          -0.57 |          -6.26 |          -119.554 |          -1.20 |         3:26:00 |     4     0     7  36.4 |
|     REN/USDT |         5 |          -1.24 |          -6.18 |          -128.389 |          -1.28 |         3:02:00 |     1     0     4  20.0 |
|     ZEC/USDT |         5 |          -1.22 |          -6.10 |          -133.658 |          -1.34 |         3:47:00 |     1     0     4  20.0 |
|    LINA/USDT |         5 |          -1.27 |          -6.37 |          -142.992 |          -1.43 |         0:58:00 |     1     0     4  20.0 |
|    IOTA/USDT |         3 |          -2.04 |          -6.13 |          -150.002 |          -1.50 |         4:30:00 |     0     0     3     0 |
|    LINK/USDT |         8 |          -0.87 |          -6.99 |          -158.207 |          -1.58 |         3:32:00 |     2     0     6  25.0 |
|     ATA/USDT |         6 |          -1.36 |          -8.16 |          -165.757 |          -1.66 |         3:10:00 |     1     0     5  16.7 |
|   MATIC/USDT |        12 |          -0.69 |          -8.31 |          -185.362 |          -1.85 |         6:54:00 |     4     0     8  33.3 |
|   1INCH/USDT |         8 |          -1.03 |          -8.27 |          -189.271 |          -1.89 |         1:42:00 |     2     0     6  25.0 |
|     DOT/USDT |        11 |          -0.93 |         -10.27 |          -205.323 |          -2.05 |         6:24:00 |     3     0     8  27.3 |
|    DYDX/USDT |        17 |          -0.61 |         -10.35 |          -214.524 |          -2.15 |         1:16:00 |     6     0    11  35.3 |
|     CTK/USDT |         9 |          -1.18 |         -10.60 |          -217.895 |          -2.18 |         6:54:00 |     2     0     7  22.2 |
|     AXS/USDT |         7 |          -1.47 |         -10.31 |          -232.145 |          -2.32 |         6:12:00 |     1     0     6  14.3 |
|     ADA/USDT |        12 |          -1.03 |         -12.41 |          -288.735 |          -2.89 |         4:43:00 |     3     0     9  25.0 |
|    NEAR/USDT |         8 |          -1.54 |         -12.32 |          -294.500 |          -2.94 |         5:53:00 |     1     0     7  12.5 |
|     ETH/USDT |        30 |          -0.42 |         -12.65 |          -304.714 |          -3.05 |         8:40:00 |    12     0    18  40.0 |
|     XRP/USDT |        28 |          -0.45 |         -12.66 |          -306.293 |          -3.06 |         7:28:00 |    11     0    17  39.3 |
|   JASMY/USDT |        14 |          -1.17 |         -16.43 |          -336.915 |          -3.37 |         5:07:00 |     3     0    11  21.4 |
|   LUNA2/USDT |        15 |          -1.23 |         -18.46 |          -413.548 |          -4.14 |         5:37:00 |     3     0    12  20.0 |
|     MKR/USDT |        25 |          -0.74 |         -18.47 |          -468.378 |          -4.68 |         3:24:00 |     8     0    17  32.0 |
|     ENS/USDT |        13 |          -1.73 |         -22.53 |          -535.700 |          -5.36 |         4:35:00 |     1     0    12   7.7 |
|        TOTAL |       939 |          -0.14 |        -128.68 |         -2863.043 |         -28.63 |         5:57:00 |   443     0   496  47.2 |
=========================================================== ENTER TAG STATS ===========================================================
|   TAG |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|-------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
| TOTAL |       939 |          -0.14 |        -128.68 |         -2863.043 |         -28.63 |        5:57:00 |   443     0   496  47.2 |
===================================================== EXIT REASON STATS =====================================================
|   Exit Reason |   Exits |   Win  Draws  Loss  Win% |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |
|---------------+---------+--------------------------+----------------+----------------+-------------------+----------------|
|     stop_loss |     494 |      0     0   494     0 |          -2.04 |       -1009.01 |        -22636.4   |        -252.25 |
|           roi |     441 |    441     0     0   100 |           2    |         881.15 |         19787.7   |         220.29 |
|    force_exit |       4 |      2     0     2  50.0 |          -0.2  |          -0.81 |           -14.376 |          -0.2  |
========================================================= LEFT OPEN TRADES REPORT =========================================================
|      Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|-----------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
|  BNX/USDT |         1 |           0.06 |           0.06 |             1.068 |           0.01 |        5:15:00 |     1     0     0   100 |
|  BTC/USDT |         1 |           0.04 |           0.04 |             0.756 |           0.01 |        1:00:00 |     1     0     0   100 |
| REEF/USDT |         1 |          -0.14 |          -0.14 |            -2.434 |          -0.02 |        1:00:00 |     0     0     1     0 |
| LINK/USDT |         1 |          -0.78 |          -0.78 |           -13.766 |          -0.14 |        1:00:00 |     0     0     1     0 |
|     TOTAL |         4 |          -0.20 |          -0.81 |           -14.376 |          -0.14 |        2:04:00 |     2     0     2  50.0 |
================== SUMMARY METRICS ==================
| Metric                      | Value               |
|-----------------------------+---------------------|
| Backtesting from            | 2022-10-01 00:00:00 |
| Backtesting to              | 2022-12-01 00:00:00 |
| Max open trades             | 4                   |
|                             |                     |
| Total/Daily Avg Trades      | 939 / 15.39         |
| Starting balance            | 10000 USDT          |
| Final balance               | 7136.957 USDT       |
| Absolute profit             | -2863.043 USDT      |
| Total profit %              | -28.63%             |
| CAGR %                      | -86.71%             |
| Profit factor               | 0.87                |
| Trades per day              | 15.39               |
| Avg. daily profit %         | -0.47%              |
| Avg. stake amount           | 2242.195 USDT       |
| Total trade volume          | 2105421.475 USDT    |
|                             |                     |
| Long / Short                | 457 / 482           |
| Total profit Long %         | -6.54%              |
| Total profit Short %        | -22.09%             |
| Absolute profit Long        | -654.4 USDT         |
| Absolute profit Short       | -2208.644 USDT      |
|                             |                     |
| Best Pair                   | WAVES/USDT 17.51%   |
| Worst Pair                  | ENS/USDT -22.53%    |
| Best trade                  | C98/USDT 2.09%      |
| Worst trade                 | BTCDOM/USDT -2.74%  |
| Best day                    | 385.573 USDT        |
| Worst day                   | -447.017 USDT       |
| Days win/draw/lose          | 20 / 0 / 42         |
| Avg. Duration Winners       | 6:15:00             |
| Avg. Duration Loser         | 5:41:00             |
| Rejected Entry signals      | 2155532             |
| Entry/Exit Timeouts         | 0 / 0               |
|                             |                     |
| Min balance                 | 7117.174 USDT       |
| Max balance                 | 10484.066 USDT      |
| Max % of account underwater | 31.94%              |
| Absolute Drawdown (Account) | 31.94%              |
| Absolute Drawdown           | 3348.933 USDT       |
| Drawdown high               | 484.066 USDT        |
| Drawdown low                | -2864.867 USDT      |
| Drawdown Start              | 2022-10-13 10:30:00 |
| Drawdown End                | 2022-12-01 00:00:00 |
| Market change               | -15.73%             |
=====================================================
