============================================================== BACKTESTING REPORT =============================================================
|         Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |    Avg Duration |   Win  Draw  Loss  Win% |
|     YFI/USDT |        76 |           0.07 |           4.96 |             2.730 |           0.03 |         6:52:00 |    40     0    36  52.6 |
|     MTL/USDT |        79 |           0.06 |           4.35 |             2.563 |           0.03 |         6:46:00 |    41     0    38  51.9 |
|     KNC/USDT |        83 |           0.01 |           0.55 |             2.306 |           0.02 |         6:20:00 |    42     0    41  50.6 |
|    SAND/USDT |        86 |           0.01 |           0.52 |             1.026 |           0.01 |         5:28:00 |    44     0    42  51.2 |
|     ZEN/USDT |        62 |          -0.02 |          -1.27 |             1.009 |           0.01 |         4:39:00 |    31     0    31  50.0 |
|    CTSI/USDT |        53 |          -0.05 |          -2.80 |            -1.128 |          -0.01 |         5:11:00 |    26     0    27  49.1 |
|    COTI/USDT |        79 |          -0.03 |          -1.98 |            -2.148 |          -0.02 |         5:35:00 |    39     0    40  49.4 |
|    REEF/USDT |       135 |          -0.04 |          -5.07 |            -2.870 |          -0.03 |         4:38:00 |    67     0    68  49.6 |
|    QTUM/USDT |        36 |          -0.07 |          -2.42 |            -4.138 |          -0.04 |         4:13:00 |    18     0    18  50.0 |
|     WOO/USDT |       115 |          -0.03 |          -4.02 |            -4.686 |          -0.05 |         3:41:00 |    57     0    58  49.6 |
|     RVN/USDT |        80 |          -0.02 |          -1.37 |            -5.096 |          -0.05 |         4:58:00 |    40     0    40  50.0 |
|     ANT/USDT |        65 |          -0.05 |          -3.33 |            -5.373 |          -0.05 |         3:31:00 |    32     0    33  49.2 |
|     GRT/USDT |        54 |          -0.03 |          -1.74 |            -5.943 |          -0.06 |         3:39:00 |    27     0    27  50.0 |
|    EGLD/USDT |        89 |          -0.04 |          -3.78 |            -7.896 |          -0.08 |         7:36:00 |    44     0    45  49.4 |
|     XLM/USDT |        67 |          -0.05 |          -3.55 |            -9.046 |          -0.09 |        10:01:00 |    33     0    34  49.3 |
|    NEAR/USDT |       113 |          -0.06 |          -6.26 |            -9.322 |          -0.09 |         5:30:00 |    55     0    58  48.7 |
|     OGN/USDT |        73 |          -0.10 |          -7.20 |           -12.216 |          -0.12 |         4:20:00 |    35     0    38  47.9 |
|     APE/USDT |       122 |          -0.09 |         -10.53 |           -12.279 |          -0.12 |         4:21:00 |    59     0    63  48.4 |
|    DEFI/USDT |        23 |          -0.29 |          -6.64 |           -12.364 |          -0.12 |         7:18:00 |    10     0    13  43.5 |
|    IOTX/USDT |        47 |          -0.17 |          -7.99 |           -12.964 |          -0.13 |         8:28:00 |    22     0    25  46.8 |
|    AVAX/USDT |        91 |          -0.04 |          -3.61 |           -13.745 |          -0.14 |         6:10:00 |    45     0    46  49.5 |
|     DGB/USDT |        61 |          -0.13 |          -7.87 |           -15.255 |          -0.15 |         6:43:00 |    29     0    32  47.5 |
|     ZIL/USDT |        55 |          -0.21 |         -11.31 |           -15.594 |          -0.16 |         6:14:00 |    25     0    30  45.5 |
|    MANA/USDT |        75 |          -0.10 |          -7.47 |           -16.443 |          -0.16 |         6:28:00 |    36     0    39  48.0 |
|     AXS/USDT |        95 |          -0.13 |         -12.21 |           -17.209 |          -0.17 |         5:52:00 |    45     0    50  47.4 |
|   STORJ/USDT |        52 |          -0.18 |          -9.14 |           -17.434 |          -0.17 |         4:03:00 |    24     0    28  46.2 |
|     ONT/USDT |        44 |          -0.20 |          -8.95 |           -18.068 |          -0.18 |         5:11:00 |    20     0    24  45.5 |
|     LTC/USDT |        98 |          -0.10 |         -10.14 |           -18.325 |          -0.18 |         8:07:00 |    47     0    51  48.0 |
|     ENJ/USDT |        56 |          -0.17 |          -9.29 |           -19.129 |          -0.19 |         4:33:00 |    26     0    30  46.4 |
|     NKN/USDT |        88 |          -0.13 |         -11.03 |           -19.629 |          -0.20 |         4:57:00 |    42     0    46  47.7 |
|  BTCDOM/USDT |        31 |          -0.32 |          -9.89 |           -19.997 |          -0.20 | 1 day, 11:25:00 |    13     0    18  41.9 |
|    STMX/USDT |        61 |          -0.15 |          -9.25 |           -20.156 |          -0.20 |         5:16:00 |    28     0    33  45.9 |
|     SOL/USDT |       134 |          -0.08 |         -11.21 |           -20.417 |          -0.20 |         5:11:00 |    65     0    69  48.5 |
|    UNFI/USDT |       115 |          -0.07 |          -8.62 |           -21.481 |          -0.21 |         4:02:00 |    56     0    59  48.7 |
|     BNX/USDT |        74 |          -0.16 |         -11.62 |           -23.181 |          -0.23 |        14:57:00 |    35     0    39  47.3 |
|     GAL/USDT |        71 |          -0.16 |         -11.55 |           -23.232 |          -0.23 |         4:58:00 |    33     0    38  46.5 |
|     LPT/USDT |        61 |          -0.19 |         -11.32 |           -23.332 |          -0.23 |         5:21:00 |    28     0    33  45.9 |
|    ATOM/USDT |       112 |          -0.11 |         -12.26 |           -23.922 |          -0.24 |         6:11:00 |    53     0    59  47.3 |
| 1000XEC/USDT |        48 |          -0.27 |         -12.88 |           -25.479 |          -0.25 |        10:01:00 |    21     0    27  43.8 |
|   WAVES/USDT |       114 |          -0.14 |         -15.70 |           -25.640 |          -0.26 |         6:58:00 |    54     0    60  47.4 |
|    TOMO/USDT |        76 |          -0.20 |         -15.57 |           -27.434 |          -0.27 |         5:46:00 |    35     0    41  46.1 |
|    COMP/USDT |        69 |          -0.22 |         -15.42 |           -27.638 |          -0.28 |         4:25:00 |    31     0    38  44.9 |
|     ICP/USDT |        81 |          -0.19 |         -15.68 |           -28.247 |          -0.28 |         5:47:00 |    37     0    44  45.7 |
|     HNT/USDT |       108 |          -0.13 |         -14.26 |           -28.298 |          -0.28 |         4:28:00 |    51     0    57  47.2 |
|     BAL/USDT |        68 |          -0.26 |         -17.54 |           -28.699 |          -0.29 |         5:49:00 |    30     0    38  44.1 |
|     GTC/USDT |        79 |          -0.20 |         -15.80 |           -29.418 |          -0.29 |         3:23:00 |    36     0    43  45.6 |
|    LINK/USDT |       123 |          -0.12 |         -15.11 |           -29.443 |          -0.29 |         5:08:00 |    58     0    65  47.2 |
|     BAT/USDT |        47 |          -0.26 |         -12.10 |           -29.876 |          -0.30 |         4:54:00 |    21     0    26  44.7 |
|    DOGE/USDT |       115 |          -0.11 |         -12.54 |           -31.179 |          -0.31 |         3:56:00 |    55     0    60  47.8 |
|     XMR/USDT |        58 |          -0.33 |         -19.25 |           -32.626 |          -0.33 |        14:58:00 |    25     0    33  43.1 |
|    RUNE/USDT |        65 |          -0.24 |         -15.59 |           -33.931 |          -0.34 |         5:44:00 |    29     0    36  44.6 |
|    DYDX/USDT |       141 |          -0.09 |         -12.46 |           -34.615 |          -0.35 |         2:10:00 |    68     0    73  48.2 |
|     UNI/USDT |        88 |          -0.23 |         -20.18 |           -35.292 |          -0.35 |         4:28:00 |    39     0    49  44.3 |
|     ETH/USDT |        90 |          -0.20 |         -17.82 |           -35.978 |          -0.36 |        10:10:00 |    41     0    49  45.6 |
|     LRC/USDT |        55 |          -0.35 |         -19.39 |           -36.012 |          -0.36 |         4:39:00 |    23     0    32  41.8 |
|    IOST/USDT |        43 |          -0.44 |         -19.03 |           -38.065 |          -0.38 |         7:17:00 |    17     0    26  39.5 |
|    BAKE/USDT |        72 |          -0.30 |         -21.76 |           -38.155 |          -0.38 |         5:55:00 |    31     0    41  43.1 |
|   JASMY/USDT |       123 |          -0.20 |         -24.35 |           -38.173 |          -0.38 |         4:22:00 |    56     0    67  45.5 |
|     C98/USDT |        65 |          -0.29 |         -19.16 |           -39.878 |          -0.40 |         3:37:00 |    28     0    37  43.1 |
|    AAVE/USDT |        87 |          -0.26 |         -22.84 |           -40.094 |          -0.40 |         5:02:00 |    38     0    49  43.7 |
|     CTK/USDT |        63 |          -0.31 |         -19.69 |           -40.272 |          -0.40 |         9:28:00 |    27     0    36  42.9 |
|   LUNA2/USDT |       121 |          -0.17 |         -20.31 |           -41.783 |          -0.42 |         5:42:00 |    56     0    65  46.3 |
|     ONE/USDT |        51 |          -0.40 |         -20.56 |           -42.761 |          -0.43 |         4:22:00 |    21     0    30  41.2 |
|   1INCH/USDT |        70 |          -0.31 |         -21.68 |           -43.108 |          -0.43 |         9:06:00 |    30     0    40  42.9 |
|     FIL/USDT |        85 |          -0.25 |         -21.35 |           -43.131 |          -0.43 |         7:53:00 |    38     0    47  44.7 |
|     VET/USDT |        49 |          -0.48 |         -23.49 |           -43.644 |          -0.44 |         7:24:00 |    19     0    30  38.8 |
|    DASH/USDT |        67 |          -0.35 |         -23.70 |           -43.741 |          -0.44 |         6:18:00 |    28     0    39  41.8 |
|     ETC/USDT |       114 |          -0.23 |         -26.49 |           -44.457 |          -0.44 |         6:17:00 |    51     0    63  44.7 |
|   THETA/USDT |        71 |          -0.33 |         -23.55 |           -44.705 |          -0.45 |         6:02:00 |    30     0    41  42.3 |
|    ANKR/USDT |        66 |          -0.35 |         -23.13 |           -44.728 |          -0.45 |         6:12:00 |    28     0    38  42.4 |
|    GALA/USDT |        77 |          -0.36 |         -27.85 |           -48.138 |          -0.48 |         4:09:00 |    32     0    45  41.6 |
|     DAR/USDT |        56 |          -0.45 |         -25.36 |           -48.755 |          -0.49 |         5:03:00 |    22     0    34  39.3 |
|     CRV/USDT |       120 |          -0.23 |         -28.07 |           -49.227 |          -0.49 |         3:59:00 |    53     0    67  44.2 |
|     SKL/USDT |        59 |          -0.40 |         -23.47 |           -49.324 |          -0.49 |         4:23:00 |    24     0    35  40.7 |
|    ROSE/USDT |        52 |          -0.48 |         -25.09 |           -51.516 |          -0.52 |         7:13:00 |    20     0    32  38.5 |
|    FLOW/USDT |        61 |          -0.45 |         -27.63 |           -52.989 |          -0.53 |         6:25:00 |    24     0    37  39.3 |
|     XRP/USDT |       115 |          -0.25 |         -28.46 |           -54.185 |          -0.54 |         6:25:00 |    51     0    64  44.3 |
|   SPELL/USDT |        73 |          -0.38 |         -27.99 |           -54.509 |          -0.55 |         5:57:00 |    30     0    43  41.1 |
|     ZEC/USDT |        89 |          -0.27 |         -23.88 |           -54.922 |          -0.55 |         7:28:00 |    39     0    50  43.8 |
|     ADA/USDT |        97 |          -0.33 |         -32.22 |           -56.639 |          -0.57 |         8:45:00 |    41     0    56  42.3 |
|   MATIC/USDT |       127 |          -0.25 |         -31.90 |           -56.883 |          -0.57 |         5:10:00 |    56     0    71  44.1 |
|     XTZ/USDT |        52 |          -0.64 |         -33.13 |           -62.149 |          -0.62 |         8:41:00 |    18     0    34  34.6 |
|     GMT/USDT |       105 |          -0.33 |         -34.34 |           -63.303 |          -0.63 |         5:05:00 |    44     0    61  41.9 |
|    DENT/USDT |        51 |          -0.66 |         -33.55 |           -64.852 |          -0.65 |         7:28:00 |    17     0    34  33.3 |
|     BCH/USDT |        73 |          -0.48 |         -35.39 |           -66.229 |          -0.66 |         9:58:00 |    28     0    45  38.4 |
|    IOTA/USDT |        65 |          -0.52 |         -34.02 |           -68.192 |          -0.68 |         7:19:00 |    24     0    41  36.9 |
|     EOS/USDT |        84 |          -0.42 |         -35.49 |           -71.397 |          -0.71 |         8:14:00 |    34     0    50  40.5 |
|    CELR/USDT |        60 |          -0.64 |         -38.22 |           -74.756 |          -0.75 |         4:14:00 |    21     0    39  35.0 |
|     DOT/USDT |        82 |          -0.49 |         -40.03 |           -80.187 |          -0.80 |         9:45:00 |    32     0    50  39.0 |
|     ENS/USDT |       138 |          -0.33 |         -45.65 |           -83.148 |          -0.83 |         4:00:00 |    58     0    80  42.0 |
|   SUSHI/USDT |       152 |          -0.25 |         -37.77 |           -83.877 |          -0.84 |         2:32:00 |    68     0    84  44.7 |
|     MKR/USDT |       112 |          -0.37 |         -41.64 |           -85.199 |          -0.85 |         6:01:00 |    46     0    66  41.1 |
|     CHZ/USDT |       146 |          -0.32 |         -47.10 |           -86.282 |          -0.86 |         3:04:00 |    62     0    84  42.5 |
|      AR/USDT |       116 |          -0.37 |         -42.71 |           -89.202 |          -0.89 |         3:52:00 |    48     0    68  41.4 |
|        TOTAL |     11143 |          -0.09 |       -1000.92 |         -1874.289 |         -18.74 |         5:43:00 |  5382     0  5761  48.3 |
=========================================================== ENTER TAG STATS ===========================================================
|   TAG |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|-------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
| TOTAL |     11143 |          -0.09 |       -1000.92 |         -1874.289 |         -18.74 |        5:43:00 |  5382     0  5761  48.3 |
===================================================== EXIT REASON STATS =====================================================
|   Exit Reason |   Exits |   Win  Draws  Loss  Win% |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |
|---------------+---------+--------------------------+----------------+----------------+-------------------+----------------|
|     stop_loss |    5743 |      0     0  5743     0 |          -2.04 |      -11710.7  |        -22435.8   |        -234.21 |
|           roi |    5352 |   5352     0     0   100 |           2    |       10703.4  |         20551.4   |         214.07 |
|    force_exit |      48 |     30     0    18  62.5 |           0.13 |           6.39 |            10.041 |           0.13 |
========================================================== LEFT OPEN TRADES REPORT ==========================================================
|       Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |    Avg Duration |   Win  Draw  Loss  Win% |
|------------+-----------+----------------+----------------+-------------------+----------------+-----------------+-------------------------|
|   GRT/USDT |         1 |           1.33 |           1.33 |             2.115 |           0.02 |         3:55:00 |     1     0     0   100 |
|   BLZ/USDT |         1 |           1.17 |           1.17 |             1.865 |           0.02 |         4:05:00 |     1     0     0   100 |
|   ZRX/USDT |         1 |           1.13 |           1.13 |             1.805 |           0.02 |         3:05:00 |     1     0     0   100 |
|   DGB/USDT |         1 |           1.01 |           1.01 |             1.615 |           0.02 |         3:35:00 |     1     0     0   100 |
|   RSR/USDT |         1 |           0.99 |           0.99 |             1.577 |           0.02 |         3:55:00 |     1     0     0   100 |
|   BAT/USDT |         1 |           0.94 |           0.94 |             1.497 |           0.01 |         3:55:00 |     1     0     0   100 |
|  API3/USDT |         1 |           0.87 |           0.87 |             1.386 |           0.01 |         3:40:00 |     1     0     0   100 |
|  CELR/USDT |         1 |           0.87 |           0.87 |             1.382 |           0.01 |         3:35:00 |     1     0     0   100 |
|  ANKR/USDT |         1 |           0.84 |           0.84 |             1.346 |           0.01 |         3:10:00 |     1     0     0   100 |
|  IOTX/USDT |         1 |           0.83 |           0.83 |             1.324 |           0.01 |         3:20:00 |     1     0     0   100 |
| ALICE/USDT |         1 |           0.81 |           0.81 |             1.286 |           0.01 |         3:45:00 |     1     0     0   100 |
|   NKN/USDT |         1 |           0.80 |           0.80 |             1.270 |           0.01 |         3:40:00 |     1     0     0   100 |
| WAVES/USDT |         1 |           0.81 |           0.81 |             1.258 |           0.01 |         2:55:00 |     1     0     0   100 |
|   ONE/USDT |         1 |           0.65 |           0.65 |             1.038 |           0.01 |         3:45:00 |     1     0     0   100 |
|   FIL/USDT |         1 |           0.64 |           0.64 |             1.025 |           0.01 |         2:25:00 |     1     0     0   100 |
|   YFI/USDT |         1 |           0.51 |           0.51 |             0.789 |           0.01 |         3:40:00 |     1     0     0   100 |
|   IMX/USDT |         1 |           0.37 |           0.37 |             0.584 |           0.01 |         5:10:00 |     1     0     0   100 |
|   NEO/USDT |         1 |           0.36 |           0.36 |             0.578 |           0.01 |         3:30:00 |     1     0     0   100 |
|   EOS/USDT |         1 |           0.28 |           0.28 |             0.442 |           0.00 |         2:25:00 |     1     0     0   100 |
|  QTUM/USDT |         1 |           0.27 |           0.27 |             0.438 |           0.00 |         3:45:00 |     1     0     0   100 |
|  HBAR/USDT |         1 |           0.26 |           0.26 |             0.411 |           0.00 |         2:10:00 |     1     0     0   100 |
|   TRX/USDT |         1 |           0.22 |           0.22 |             0.346 |           0.00 |         3:35:00 |     1     0     0   100 |
|   DOT/USDT |         1 |           0.22 |           0.22 |             0.345 |           0.00 |         3:00:00 |     1     0     0   100 |
|  SAND/USDT |         1 |           0.18 |           0.18 |             0.289 |           0.00 |         0:30:00 |     1     0     0   100 |
| SUSHI/USDT |         1 |           0.16 |           0.16 |             0.263 |           0.00 |         0:35:00 |     1     0     0   100 |
|   XMR/USDT |         1 |           0.15 |           0.15 |             0.241 |           0.00 |         2:05:00 |     1     0     0   100 |
|  TOMO/USDT |         1 |           0.14 |           0.14 |             0.224 |           0.00 |         3:55:00 |     1     0     0   100 |
|   LDO/USDT |         1 |           0.09 |           0.09 |             0.147 |           0.00 |        10:40:00 |     1     0     0   100 |
|   BNX/USDT |         1 |           0.06 |           0.06 |             0.092 |           0.00 |         5:15:00 |     1     0     0   100 |
|   BTC/USDT |         1 |           0.04 |           0.04 |             0.066 |           0.00 |         1:00:00 |     1     0     0   100 |
|  ATOM/USDT |         1 |          -0.04 |          -0.04 |            -0.064 |          -0.00 |         3:35:00 |     0     0     1     0 |
|   CVX/USDT |         1 |          -0.09 |          -0.09 |            -0.140 |          -0.00 |         0:20:00 |     0     0     1     0 |
|   UNI/USDT |         1 |          -0.16 |          -0.16 |            -0.252 |          -0.00 |         1:00:00 |     0     0     1     0 |
|   CRV/USDT |         1 |          -0.19 |          -0.19 |            -0.302 |          -0.00 |         1:00:00 |     0     0     1     0 |
|   GMT/USDT |         1 |          -0.19 |          -0.19 |            -0.309 |          -0.00 |         1:00:00 |     0     0     1     0 |
| AUDIO/USDT |         1 |          -0.29 |          -0.29 |            -0.461 |          -0.00 |         3:25:00 |     0     0     1     0 |
|  NEAR/USDT |         1 |          -0.33 |          -0.33 |            -0.523 |          -0.01 |         2:10:00 |     0     0     1     0 |
|   OMG/USDT |         1 |          -0.44 |          -0.44 |            -0.697 |          -0.01 |         3:40:00 |     0     0     1     0 |
|  COTI/USDT |         1 |          -0.48 |          -0.48 |            -0.769 |          -0.01 |         0:15:00 |     0     0     1     0 |
|   ENS/USDT |         1 |          -0.52 |          -0.52 |            -0.825 |          -0.01 |         2:15:00 |     0     0     1     0 |
|  IOTA/USDT |         1 |          -0.55 |          -0.55 |            -0.877 |          -0.01 |         0:30:00 |     0     0     1     0 |
|  DENT/USDT |         1 |          -0.73 |          -0.73 |            -1.176 |          -0.01 |         0:15:00 |     0     0     1     0 |
|  LINK/USDT |         1 |          -0.78 |          -0.78 |            -1.245 |          -0.01 |         1:00:00 |     0     0     1     0 |
|  KAVA/USDT |         1 |          -1.01 |          -1.01 |            -1.615 |          -0.02 |         3:55:00 |     0     0     1     0 |
|  AAVE/USDT |         1 |          -1.03 |          -1.03 |            -1.623 |          -0.02 |         3:00:00 |     0     0     1     0 |
| MATIC/USDT |         1 |          -1.13 |          -1.13 |            -1.815 |          -0.02 |         0:05:00 |     0     0     1     0 |
|   MKR/USDT |         1 |          -1.27 |          -1.27 |            -2.075 |          -0.02 | 1 day, 10:50:00 |     0     0     1     0 |
|   BCH/USDT |         1 |          -1.38 |          -1.38 |            -2.235 |          -0.02 |        14:30:00 |     0     0     1     0 |
|      TOTAL |        48 |           0.13 |           6.39 |            10.041 |           0.10 |         3:46:00 |    30     0    18  62.5 |
================== SUMMARY METRICS ==================
| Metric                      | Value               |
|-----------------------------+---------------------|
| Backtesting from            | 2022-10-01 00:00:00 |
| Backtesting to              | 2022-12-01 00:00:00 |
| Max open trades             | 50                  |
|                             |                     |
| Total/Daily Avg Trades      | 11143 / 182.67      |
| Starting balance            | 10000 USDT          |
| Final balance               | 8125.711 USDT       |
| Absolute profit             | -1874.289 USDT      |
| Total profit %              | -18.74%             |
| CAGR %                      | -71.12%             |
| Profit factor               | 0.92                |
| Trades per day              | 182.67              |
| Avg. daily profit %         | -0.31%              |
| Avg. stake amount           | 191.642 USDT        |
| Total trade volume          | 2135466.619 USDT    |
|                             |                     |
| Long / Short                | 5573 / 5570         |
| Total profit Long %         | -13.73%             |
| Total profit Short %        | -5.02%              |
| Absolute profit Long        | -1372.674 USDT      |
| Absolute profit Short       | -501.615 USDT       |
|                             |                     |
| Best Pair                   | CVX/USDT 38.24%     |
| Worst Pair                  | CHZ/USDT -47.10%    |
| Best trade                  | MASK/USDT 2.75%     |
| Worst trade                 | ANKR/USDT -2.39%    |
| Best day                    | 642.535 USDT        |
| Worst day                   | -445.93 USDT        |
| Days win/draw/lose          | 27 / 0 / 35         |
| Avg. Duration Winners       | 5:56:00             |
| Avg. Duration Loser         | 5:30:00             |
| Rejected Entry signals      | 870374              |
| Entry/Exit Timeouts         | 0 / 0               |
|                             |                     |
| Min balance                 | 8055.422 USDT       |
| Max balance                 | 11243.334 USDT      |
| Max % of account underwater | 28.35%              |
| Absolute Drawdown (Account) | 28.35%              |
| Absolute Drawdown           | 3187.912 USDT       |
| Drawdown high               | 1243.334 USDT       |
| Drawdown low                | -1944.578 USDT      |
| Drawdown Start              | 2022-10-29 10:05:00 |
| Drawdown End                | 2022-11-30 20:50:00 |
| Market change               | -15.73%             |
=====================================================
