============================================================== BACKTESTING REPORT =============================================================
|         Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |    Avg Duration |   Win  Draw  Loss  Win% |
|  BTCDOM/USDT |         5 |           0.23 |           1.16 |            81.138 |           0.81 | 2 days, 9:09:00 |     3     0     2  60.0 |
|     NEO/USDT |         1 |           1.99 |           1.99 |            81.092 |           0.81 |        13:55:00 |     1     0     0   100 |
|     MTL/USDT |         1 |           2.00 |           2.00 |            81.004 |           0.81 |         0:40:00 |     1     0     0   100 |
|    DASH/USDT |         1 |           2.00 |           2.00 |            80.463 |           0.80 |         4:50:00 |     1     0     0   100 |
|    STMX/USDT |         1 |           1.98 |           1.98 |            78.813 |           0.79 |  1 day, 8:05:00 |     1     0     0   100 |
|     SFP/USDT |         5 |           0.19 |           0.93 |            63.273 |           0.63 |         0:51:00 |     3     0     2  60.0 |
|    DUSK/USDT |         2 |          -0.01 |          -0.01 |            21.283 |           0.21 |        10:00:00 |     1     0     1  50.0 |
|   OCEAN/USDT |         4 |          -0.02 |          -0.08 |            15.521 |           0.16 |         0:38:00 |     2     0     2  50.0 |
|    TOMO/USDT |         4 |          -0.02 |          -0.09 |             9.919 |           0.10 |         2:25:00 |     2     0     2  50.0 |
|     BTC/USDT |        25 |          -0.01 |          -0.20 |             4.315 |           0.04 |        19:10:00 |    13     0    12  52.0 |
|     FIL/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     BCH/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    EGLD/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    MANA/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     FTM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     RVN/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    BAKE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     BLZ/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ZIL/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|   SPELL/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     BAL/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     XTZ/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     GRT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     CHR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     HOT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ONE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     OMG/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    ROSE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|   STORJ/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ONT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    IOST/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     XEM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    QTUM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     BAT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     SXP/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ZEN/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    CELR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    DENT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ICX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    DEFI/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    IOTA/USDT |         2 |          -0.03 |          -0.05 |            -0.670 |          -0.01 |        10:12:00 |     1     0     1  50.0 |
|    KAVA/USDT |         2 |          -0.02 |          -0.04 |            -1.336 |          -0.01 |         0:20:00 |     1     0     1  50.0 |
|    API3/USDT |         2 |          -0.03 |          -0.06 |            -2.043 |          -0.02 |         0:18:00 |     1     0     1  50.0 |
|    GALA/USDT |         2 |          -0.02 |          -0.05 |            -3.681 |          -0.04 |         1:22:00 |     1     0     1  50.0 |
|    MASK/USDT |         2 |          -0.06 |          -0.12 |            -5.156 |          -0.05 |         0:15:00 |     1     0     1  50.0 |
|     DOT/USDT |         2 |          -0.02 |          -0.04 |            -5.440 |          -0.05 |         5:38:00 |     1     0     1  50.0 |
|     YFI/USDT |         2 |          -0.01 |          -0.02 |            -7.966 |          -0.08 |         7:48:00 |     1     0     1  50.0 |
|    REEF/USDT |        13 |          -0.03 |          -0.33 |            -8.856 |          -0.09 |         3:15:00 |     6     0     7  46.2 |
|    BAND/USDT |         4 |          -0.02 |          -0.08 |            -9.111 |          -0.09 |         2:15:00 |     2     0     2  50.0 |
|    CELO/USDT |         4 |          -0.03 |          -0.11 |           -35.669 |          -0.36 |         3:06:00 |     2     0     2  50.0 |
|     GMT/USDT |        10 |          -0.02 |          -0.16 |           -60.289 |          -0.60 |         4:52:00 |     5     0     5  50.0 |
|     LRC/USDT |         3 |          -0.70 |          -2.10 |           -75.260 |          -0.75 |         2:33:00 |     1     0     2  33.3 |
|    LINK/USDT |         3 |          -0.69 |          -2.08 |           -82.936 |          -0.83 |         4:23:00 |     1     0     2  33.3 |
|     WOO/USDT |         3 |          -0.70 |          -2.09 |           -85.738 |          -0.86 |         1:15:00 |     1     0     2  33.3 |
|     SKL/USDT |         1 |          -2.03 |          -2.03 |           -88.626 |          -0.89 |         0:10:00 |     0     0     1     0 |
|     AXS/USDT |         1 |          -2.05 |          -2.05 |           -91.481 |          -0.91 |         1:40:00 |     0     0     1     0 |
|     ENJ/USDT |         1 |          -2.02 |          -2.02 |           -92.661 |          -0.93 |         7:25:00 |     0     0     1     0 |
|     RLC/USDT |         5 |          -0.45 |          -2.23 |           -94.077 |          -0.94 |         2:51:00 |     2     0     3  40.0 |
|    HBAR/USDT |         3 |          -0.70 |          -2.11 |           -94.180 |          -0.94 |         4:07:00 |     1     0     2  33.3 |
|     GAL/USDT |         1 |          -2.03 |          -2.03 |           -95.004 |          -0.95 |         0:00:00 |     0     0     1     0 |
|   1INCH/USDT |         3 |          -0.69 |          -2.07 |           -95.825 |          -0.96 |         1:15:00 |     1     0     2  33.3 |
|   SUSHI/USDT |         7 |          -0.34 |          -2.38 |           -95.939 |          -0.96 |         0:41:00 |     3     0     4  42.9 |
|    SAND/USDT |         1 |          -2.04 |          -2.04 |           -96.071 |          -0.96 |         0:10:00 |     0     0     1     0 |
|   AUDIO/USDT |         1 |          -2.00 |          -2.00 |          -102.715 |          -1.03 |         0:35:00 |     0     0     1     0 |
|     CTK/USDT |         1 |          -2.04 |          -2.04 |          -102.759 |          -1.03 |         1:20:00 |     0     0     1     0 |
|    RUNE/USDT |         1 |          -2.01 |          -2.01 |          -104.351 |          -1.04 |        16:25:00 |     0     0     1     0 |
|     ZRX/USDT |         1 |          -2.06 |          -2.06 |          -104.448 |          -1.04 |         1:30:00 |     0     0     1     0 |
|   ALICE/USDT |         1 |          -2.02 |          -2.02 |          -104.949 |          -1.05 |        17:35:00 |     0     0     1     0 |
|    FLOW/USDT |         1 |          -2.02 |          -2.02 |          -105.268 |          -1.05 |         1:05:00 |     0     0     1     0 |
|     ICP/USDT |         1 |          -2.04 |          -2.04 |          -106.520 |          -1.07 |        12:10:00 |     0     0     1     0 |
| 1000XEC/USDT |         1 |          -2.03 |          -2.03 |          -107.887 |          -1.08 |        13:45:00 |     0     0     1     0 |
|    ANKR/USDT |         1 |          -2.05 |          -2.05 |          -108.984 |          -1.09 |         0:30:00 |     0     0     1     0 |
|     REN/USDT |         3 |          -0.70 |          -2.09 |          -109.278 |          -1.09 |         0:40:00 |     1     0     2  33.3 |
|     DGB/USDT |         1 |          -2.17 |          -2.17 |          -115.453 |          -1.15 |         7:15:00 |     0     0     1     0 |
|   THETA/USDT |         3 |          -0.69 |          -2.07 |          -125.119 |          -1.25 |         4:52:00 |     1     0     2  33.3 |
|     LIT/USDT |        14 |          -0.31 |          -4.40 |          -168.485 |          -1.68 |         2:28:00 |     6     0     8  42.9 |
|     APE/USDT |         4 |          -1.03 |          -4.10 |          -171.746 |          -1.72 |         2:42:00 |     1     0     3  25.0 |
|     ATA/USDT |         4 |          -1.02 |          -4.09 |          -179.807 |          -1.80 |         4:24:00 |     1     0     3  25.0 |
|   LUNA2/USDT |         6 |          -0.69 |          -4.16 |          -184.276 |          -1.84 |         9:39:00 |     2     0     4  33.3 |
|    DYDX/USDT |        10 |          -0.42 |          -4.16 |          -186.554 |          -1.87 |         0:46:00 |     4     0     6  40.0 |
|    IOTX/USDT |         2 |          -2.05 |          -4.10 |          -186.697 |          -1.87 |         3:45:00 |     0     0     2     0 |
|    ALGO/USDT |         4 |          -1.02 |          -4.08 |          -188.121 |          -1.88 |         9:01:00 |     1     0     3  25.0 |
|     ZEC/USDT |         2 |          -2.02 |          -4.04 |          -195.701 |          -1.96 |         3:18:00 |     0     0     2     0 |
|    ARPA/USDT |         4 |          -1.04 |          -4.14 |          -211.900 |          -2.12 |        11:49:00 |     1     0     3  25.0 |
|     TRX/USDT |         6 |          -0.70 |          -4.19 |          -245.177 |          -2.45 |        11:12:00 |     2     0     4  33.3 |
|   JASMY/USDT |         7 |          -0.88 |          -6.16 |          -251.801 |          -2.52 |         3:24:00 |     2     0     5  28.6 |
|     LTC/USDT |         3 |          -2.05 |          -6.14 |          -276.829 |          -2.77 |         4:03:00 |     0     0     3     0 |
|    ATOM/USDT |         3 |          -2.03 |          -6.09 |          -287.994 |          -2.88 |         5:08:00 |     0     0     3     0 |
|    LINA/USDT |         3 |          -2.10 |          -6.31 |          -318.426 |          -3.18 |         1:02:00 |     0     0     3     0 |
|     ENS/USDT |         6 |          -1.37 |          -8.19 |          -399.553 |          -4.00 |         4:20:00 |     1     0     5  16.7 |
|     ADA/USDT |         7 |          -1.47 |         -10.28 |          -512.118 |          -5.12 |         5:26:00 |     1     0     6  14.3 |
|     XRP/USDT |        15 |          -0.69 |         -10.41 |          -529.103 |          -5.29 |         7:57:00 |     5     0    10  33.3 |
|    NEAR/USDT |         6 |          -2.05 |         -12.29 |          -629.517 |          -6.30 |         6:51:00 |     0     0     6     0 |
|     MKR/USDT |        12 |          -1.02 |         -12.27 |          -635.621 |          -6.36 |         5:32:00 |     3     0     9  25.0 |
|     ETH/USDT |        19 |          -1.19 |         -22.65 |         -1122.831 |         -11.23 |         6:20:00 |     4     0    15  21.1 |
|        TOTAL |       453 |          -0.07 |         -33.15 |         -1717.310 |         -17.17 |         6:13:00 |   221     0   232  48.8 |
=========================================================== ENTER TAG STATS ===========================================================
|   TAG |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|-------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
| TOTAL |       453 |          -0.07 |         -33.15 |         -1717.310 |         -17.17 |        6:13:00 |   221     0   232  48.8 |
===================================================== EXIT REASON STATS =====================================================
|   Exit Reason |   Exits |   Win  Draws  Loss  Win% |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |
|---------------+---------+--------------------------+----------------+----------------+-------------------+----------------|
|     stop_loss |     231 |      0     0   231     0 |          -2.04 |        -472.07 |        -22839.1   |        -236.03 |
|           roi |     220 |    220     0     0   100 |           2    |         439.01 |         21125.6   |         219.5  |
|    force_exit |       2 |      1     0     1  50.0 |          -0.05 |          -0.09 |            -3.886 |          -0.05 |
========================================================= LEFT OPEN TRADES REPORT =========================================================
|      Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|-----------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
|  BTC/USDT |         1 |           0.04 |           0.04 |             1.755 |           0.02 |        1:00:00 |     1     0     0   100 |
| REEF/USDT |         1 |          -0.14 |          -0.14 |            -5.640 |          -0.06 |        1:00:00 |     0     0     1     0 |
|     TOTAL |         2 |          -0.05 |          -0.09 |            -3.886 |          -0.04 |        1:00:00 |     1     0     1  50.0 |
================== SUMMARY METRICS ==================
| Metric                      | Value               |
|-----------------------------+---------------------|
| Backtesting from            | 2022-10-01 00:00:00 |
| Backtesting to              | 2022-12-01 00:00:00 |
| Max open trades             | 2                   |
|                             |                     |
| Total/Daily Avg Trades      | 453 / 7.43          |
| Starting balance            | 10000 USDT          |
| Final balance               | 8282.69 USDT        |
| Absolute profit             | -1717.31 USDT       |
| Total profit %              | -17.17%             |
| CAGR %                      | -67.61%             |
| Profit factor               | 0.92                |
| Trades per day              | 7.43                |
| Avg. daily profit %         | -0.28%              |
| Avg. stake amount           | 4821.175 USDT       |
| Total trade volume          | 2183992.247 USDT    |
|                             |                     |
| Long / Short                | 218 / 235           |
| Total profit Long %         | -5.38%              |
| Total profit Short %        | -11.79%             |
| Absolute profit Long        | -538.02 USDT        |
| Absolute profit Short       | -1179.289 USDT      |
|                             |                     |
| Best Pair                   | INJ/USDT 11.93%     |
| Worst Pair                  | ETH/USDT -22.65%    |
| Best trade                  | C98/USDT 2.09%      |
| Worst trade                 | BTCDOM/USDT -2.74%  |
| Best day                    | 403.017 USDT        |
| Worst day                   | -746.944 USDT       |
| Days win/draw/lose          | 25 / 4 / 32         |
| Avg. Duration Winners       | 6:24:00             |
| Avg. Duration Loser         | 6:03:00             |
| Rejected Entry signals      | 2268233             |
| Entry/Exit Timeouts         | 0 / 0               |
|                             |                     |
| Min balance                 | 8090.126 USDT       |
| Max balance                 | 11541.567 USDT      |
| Max % of account underwater | 29.90%              |
| Absolute Drawdown (Account) | 29.90%              |
| Absolute Drawdown           | 3451.441 USDT       |
| Drawdown high               | 1541.567 USDT       |
| Drawdown low                | -1909.874 USDT      |
| Drawdown Start              | 2022-11-04 08:05:00 |
| Drawdown End                | 2022-11-25 13:10:00 |
| Market change               | -15.73%             |
=====================================================
