============================================================== BACKTESTING REPORT =============================================================
|         Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |    Avg Duration |   Win  Draw  Loss  Win% |
|    BAND/USDT |         4 |           0.99 |           3.98 |           101.202 |           1.01 |         1:50:00 |     3     0     1  75.0 |
|     HNT/USDT |         9 |           0.22 |           1.97 |            95.383 |           0.95 |         2:31:00 |     5     0     4  55.6 |
|     TRB/USDT |         3 |           0.67 |           2.00 |            87.719 |           0.88 |         3:58:00 |     2     0     1  66.7 |
|     UNI/USDT |         5 |           0.38 |           1.90 |            84.791 |           0.85 |         3:15:00 |     3     0     2  60.0 |
|     SFP/USDT |         8 |           0.36 |           2.88 |            84.613 |           0.85 |         0:39:00 |     5     0     3  62.5 |
|     KSM/USDT |         1 |           2.01 |           2.01 |            71.150 |           0.71 | 1 day, 21:45:00 |     1     0     0   100 |
|     C98/USDT |         7 |           0.29 |           2.05 |            71.090 |           0.71 |         1:23:00 |     4     0     3  57.1 |
|      OP/USDT |         3 |           0.65 |           1.95 |            70.585 |           0.71 |         1:45:00 |     2     0     1  66.7 |
|     XTZ/USDT |         1 |           1.99 |           1.99 |            69.190 |           0.69 |         7:35:00 |     1     0     0   100 |
|     BAL/USDT |         1 |           2.00 |           2.00 |            68.954 |           0.69 |         0:40:00 |     1     0     0   100 |
|    TOMO/USDT |         7 |           0.26 |           1.85 |            68.318 |           0.68 |         2:56:00 |     4     0     3  57.1 |
|   SUSHI/USDT |        11 |           0.14 |           1.55 |            67.448 |           0.67 |         1:05:00 |     6     0     5  54.5 |
|     GTC/USDT |         3 |           0.66 |           1.97 |            66.913 |           0.67 |         2:30:00 |     2     0     1  66.7 |
|     DAR/USDT |         3 |           0.66 |           1.99 |            65.466 |           0.65 |         2:22:00 |     2     0     1  66.7 |
|    AAVE/USDT |         1 |           2.00 |           2.00 |            64.817 |           0.65 |         1:40:00 |     1     0     0   100 |
|    DOGE/USDT |         9 |           0.20 |           1.81 |            64.689 |           0.65 |         3:19:00 |     5     0     4  55.6 |
|     GMT/USDT |        12 |           0.32 |           3.84 |            63.712 |           0.64 |         5:32:00 |     7     0     5  58.3 |
|     BEL/USDT |         5 |           0.39 |           1.93 |            62.412 |           0.62 |         9:29:00 |     3     0     2  60.0 |
|     IMX/USDT |         3 |           0.66 |           1.98 |            59.701 |           0.60 |         1:37:00 |     2     0     1  66.7 |
|     XMR/USDT |         7 |           0.27 |           1.92 |            52.623 |           0.53 |        13:16:00 |     4     0     3  57.1 |
|     FIL/USDT |         1 |           2.00 |           2.00 |            48.959 |           0.49 |         0:35:00 |     1     0     0   100 |
|     ONE/USDT |         1 |           2.00 |           2.00 |            47.749 |           0.48 |         0:05:00 |     1     0     0   100 |
|     FLM/USDT |         3 |           0.66 |           1.98 |            45.078 |           0.45 |         5:25:00 |     2     0     1  66.7 |
|    STMX/USDT |         1 |           1.98 |           1.98 |            44.351 |           0.44 |  1 day, 8:05:00 |     1     0     0   100 |
|    COTI/USDT |         3 |           0.65 |           1.96 |            40.980 |           0.41 |         2:47:00 |     2     0     1  66.7 |
|     STG/USDT |        11 |           0.15 |           1.68 |            36.162 |           0.36 |         4:42:00 |     6     0     5  54.5 |
|   OCEAN/USDT |         4 |          -0.02 |          -0.08 |            17.691 |           0.18 |         0:38:00 |     2     0     2  50.0 |
|     EOS/USDT |         6 |          -0.01 |          -0.04 |             2.461 |           0.02 |         3:25:00 |     3     0     3  50.0 |
|    EGLD/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    MANA/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     FTM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     RVN/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    BAKE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ZIL/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     GRT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     CHR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     HOT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     OMG/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    ROSE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|   STORJ/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ONT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    IOST/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    QTUM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     BAT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     SXP/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ZEN/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    CELR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    DENT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ICX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    DEFI/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    API3/USDT |         2 |          -0.03 |          -0.06 |            -1.308 |          -0.01 |         0:18:00 |     1     0     1  50.0 |
|    KAVA/USDT |         4 |          -0.02 |          -0.09 |            -3.350 |          -0.03 |         0:24:00 |     2     0     2  50.0 |
|    DASH/USDT |         2 |          -0.03 |          -0.06 |            -5.357 |          -0.05 |         2:52:00 |     1     0     1  50.0 |
|     WOO/USDT |         8 |          -0.02 |          -0.17 |            -6.580 |          -0.07 |         1:14:00 |     4     0     4  50.0 |
|     MTL/USDT |         2 |          -0.01 |          -0.02 |           -22.133 |          -0.22 |         6:15:00 |     1     0     1  50.0 |
|    AVAX/USDT |         6 |          -0.02 |          -0.12 |           -24.476 |          -0.24 |         5:19:00 |     3     0     3  50.0 |
|     ETC/USDT |         8 |          -0.02 |          -0.13 |           -28.047 |          -0.28 |         4:22:00 |     4     0     4  50.0 |
|    CELO/USDT |         4 |          -0.03 |          -0.11 |           -31.153 |          -0.31 |         3:06:00 |     2     0     2  50.0 |
|     ANT/USDT |         5 |          -0.41 |          -2.03 |           -41.311 |          -0.41 |         0:53:00 |     2     0     3  40.0 |
|     AXS/USDT |         3 |          -0.69 |          -2.08 |           -45.968 |          -0.46 |         2:00:00 |     1     0     2  33.3 |
|     BCH/USDT |         3 |          -0.68 |          -2.05 |           -47.156 |          -0.47 |         2:32:00 |     1     0     2  33.3 |
|     NEO/USDT |         1 |          -2.05 |          -2.05 |           -47.723 |          -0.48 |         1:25:00 |     0     0     1     0 |
|    DUSK/USDT |         3 |          -0.69 |          -2.06 |           -48.069 |          -0.48 |         6:42:00 |     1     0     2  33.3 |
|     BLZ/USDT |         1 |          -2.03 |          -2.03 |           -48.088 |          -0.48 |         1:05:00 |     0     0     1     0 |
|   SPELL/USDT |         1 |          -2.07 |          -2.07 |           -48.963 |          -0.49 |         7:55:00 |     0     0     1     0 |
|     SNX/USDT |         9 |          -0.24 |          -2.13 |           -50.928 |          -0.51 |         2:59:00 |     4     0     5  44.4 |
|     LRC/USDT |         3 |          -0.70 |          -2.10 |           -53.625 |          -0.54 |         2:33:00 |     1     0     2  33.3 |
|     SKL/USDT |         1 |          -2.03 |          -2.03 |           -55.269 |          -0.55 |         0:10:00 |     0     0     1     0 |
|     ZEC/USDT |         3 |          -0.68 |          -2.04 |           -56.666 |          -0.57 |         2:52:00 |     1     0     2  33.3 |
|     RLC/USDT |         5 |          -0.45 |          -2.23 |           -57.540 |          -0.58 |         2:51:00 |     2     0     3  40.0 |
|   1INCH/USDT |         5 |          -0.42 |          -2.12 |           -62.257 |          -0.62 |         1:57:00 |     2     0     3  40.0 |
|     ENJ/USDT |         1 |          -2.02 |          -2.02 |           -62.427 |          -0.62 |         7:25:00 |     0     0     1     0 |
|    GALA/USDT |         3 |          -0.69 |          -2.08 |           -63.055 |          -0.63 |         2:17:00 |     1     0     2  33.3 |
|     GAL/USDT |         1 |          -2.03 |          -2.03 |           -63.216 |          -0.63 |         0:00:00 |     0     0     1     0 |
|    ANKR/USDT |         1 |          -2.05 |          -2.05 |           -65.268 |          -0.65 |         0:30:00 |     0     0     1     0 |
|     XEM/USDT |         1 |          -1.98 |          -1.98 |           -67.447 |          -0.67 |         6:05:00 |     0     0     1     0 |
|   AUDIO/USDT |         3 |          -0.67 |          -2.01 |           -67.682 |          -0.68 |         2:47:00 |     1     0     2  33.3 |
|    CTSI/USDT |         3 |          -0.71 |          -2.12 |           -67.765 |          -0.68 |         1:02:00 |     1     0     2  33.3 |
|   ALICE/USDT |         1 |          -2.02 |          -2.02 |           -68.709 |          -0.69 |        17:35:00 |     0     0     1     0 |
|    FLOW/USDT |         1 |          -2.02 |          -2.02 |           -68.935 |          -0.69 |         1:05:00 |     0     0     1     0 |
|    RUNE/USDT |         1 |          -2.01 |          -2.01 |           -69.474 |          -0.69 |        16:25:00 |     0     0     1     0 |
| 1000XEC/USDT |         1 |          -2.03 |          -2.03 |           -70.662 |          -0.71 |        13:45:00 |     0     0     1     0 |
|     ICP/USDT |         1 |          -2.04 |          -2.04 |           -71.013 |          -0.71 |        12:10:00 |     0     0     1     0 |
|    IOTA/USDT |         1 |          -2.06 |          -2.06 |           -71.658 |          -0.72 |         2:40:00 |     0     0     1     0 |
|    HBAR/USDT |         5 |          -0.44 |          -2.18 |           -71.709 |          -0.72 |        12:22:00 |     2     0     3  40.0 |
|    MASK/USDT |         5 |          -0.45 |          -2.24 |           -72.846 |          -0.73 |         0:16:00 |     2     0     3  40.0 |
|     DGB/USDT |         1 |          -2.17 |          -2.17 |           -75.621 |          -0.76 |         7:15:00 |     0     0     1     0 |
|   THETA/USDT |         3 |          -0.69 |          -2.07 |           -86.060 |          -0.86 |         4:52:00 |     1     0     2  33.3 |
|     LIT/USDT |        20 |          -0.23 |          -4.57 |           -98.101 |          -0.98 |         2:24:00 |     9     0    11  45.0 |
|    LINK/USDT |         4 |          -1.03 |          -4.12 |          -102.344 |          -1.02 |         3:49:00 |     1     0     3  25.0 |
|     APE/USDT |         6 |          -0.69 |          -4.13 |          -106.847 |          -1.07 |         2:02:00 |     2     0     4  33.3 |
|    SAND/USDT |         2 |          -2.04 |          -4.08 |          -119.789 |          -1.20 |         4:25:00 |     0     0     2     0 |
|     ZRX/USDT |         2 |          -2.04 |          -4.08 |          -120.080 |          -1.20 |         2:58:00 |     0     0     2     0 |
|    ALGO/USDT |         6 |          -0.69 |          -4.14 |          -123.191 |          -1.23 |         6:32:00 |     2     0     4  33.3 |
|     REN/USDT |         4 |          -1.03 |          -4.13 |          -123.754 |          -1.24 |         3:36:00 |     1     0     3  25.0 |
|    LINA/USDT |         4 |          -1.08 |          -4.32 |          -125.521 |          -1.26 |         1:08:00 |     1     0     3  25.0 |
|     TRX/USDT |        10 |          -0.43 |          -4.32 |          -157.620 |          -1.58 |  1 day, 4:18:00 |     4     0     6  40.0 |
|    ARPA/USDT |         7 |          -0.89 |          -6.21 |          -169.210 |          -1.69 |         8:50:00 |     2     0     5  28.6 |
|     BTC/USDT |        32 |          -0.20 |          -6.35 |          -176.876 |          -1.77 |        15:25:00 |    15     0    17  46.9 |
|    IOTX/USDT |         3 |          -2.05 |          -6.16 |          -183.957 |          -1.84 |        11:47:00 |     0     0     3     0 |
|   MATIC/USDT |         9 |          -0.69 |          -6.24 |          -189.290 |          -1.89 |         7:30:00 |     3     0     6  33.3 |
|    ATOM/USDT |         7 |          -0.88 |          -6.17 |          -199.420 |          -1.99 |         4:34:00 |     2     0     5  28.6 |
|     DOT/USDT |        10 |          -0.82 |          -8.21 |          -216.297 |          -2.16 |         7:00:00 |     3     0     7  30.0 |
|     ATA/USDT |         6 |          -1.36 |          -8.18 |          -230.171 |          -2.30 |         4:18:00 |     1     0     5  16.7 |
|   JASMY/USDT |        10 |          -1.23 |         -12.27 |          -324.526 |          -3.25 |         6:27:00 |     2     0     8  20.0 |
|     ENS/USDT |         7 |          -1.47 |         -10.29 |          -325.208 |          -3.25 |         4:29:00 |     1     0     6  14.3 |
|     LTC/USDT |         8 |          -1.54 |         -12.31 |          -341.630 |          -3.42 |         3:46:00 |     1     0     7  12.5 |
|    DYDX/USDT |        14 |          -0.88 |         -12.28 |          -349.768 |          -3.50 |         0:47:00 |     4     0    10  28.6 |
|     XRP/USDT |        21 |          -0.50 |         -10.52 |          -351.779 |          -3.52 |         7:53:00 |     8     0    13  38.1 |
|     CTK/USDT |         6 |          -2.07 |         -12.40 |          -360.123 |          -3.60 |         5:40:00 |     0     0     6     0 |
|     ADA/USDT |        12 |          -1.03 |         -12.41 |          -394.148 |          -3.94 |         4:43:00 |     3     0     9  25.0 |
|    NEAR/USDT |         6 |          -2.05 |         -12.29 |          -402.654 |          -4.03 |         6:51:00 |     0     0     6     0 |
|   LUNA2/USDT |        12 |          -1.36 |         -16.38 |          -488.718 |          -4.89 |         6:39:00 |     2     0    10  16.7 |
|     MKR/USDT |        20 |          -1.02 |         -20.40 |          -671.549 |          -6.72 |         3:42:00 |     5     0    15  25.0 |
|     ETH/USDT |        25 |          -0.91 |         -22.67 |          -760.213 |          -7.60 |         9:25:00 |     7     0    18  28.0 |
|        TOTAL |       716 |          -0.14 |        -102.81 |         -3029.000 |         -30.29 |         5:52:00 |   337     0   379  47.1 |
=========================================================== ENTER TAG STATS ===========================================================
|   TAG |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|-------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
| TOTAL |       716 |          -0.14 |        -102.81 |         -3029.000 |         -30.29 |        5:52:00 |   337     0   379  47.1 |
===================================================== EXIT REASON STATS =====================================================
|   Exit Reason |   Exits |   Win  Draws  Loss  Win% |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |
|---------------+---------+--------------------------+----------------+----------------+-------------------+----------------|
|     stop_loss |     378 |      0     0   378     0 |          -2.04 |        -771.89 |        -23502.6   |        -257.3  |
|           roi |     335 |    335     0     0   100 |           2    |         669.12 |         20474.5   |         223.04 |
|    force_exit |       3 |      2     0     1  66.7 |          -0.01 |          -0.03 |            -0.801 |          -0.01 |
========================================================= LEFT OPEN TRADES REPORT =========================================================
|      Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|-----------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
|  BNX/USDT |         1 |           0.06 |           0.06 |             1.379 |           0.01 |        5:15:00 |     1     0     0   100 |
|  BTC/USDT |         1 |           0.04 |           0.04 |             0.984 |           0.01 |        1:00:00 |     1     0     0   100 |
| REEF/USDT |         1 |          -0.14 |          -0.14 |            -3.164 |          -0.03 |        1:00:00 |     0     0     1     0 |
|     TOTAL |         3 |          -0.01 |          -0.03 |            -0.801 |          -0.01 |        2:25:00 |     2     0     1  66.7 |
================== SUMMARY METRICS ==================
| Metric                      | Value               |
|-----------------------------+---------------------|
| Backtesting from            | 2022-10-01 00:00:00 |
| Backtesting to              | 2022-12-01 00:00:00 |
| Max open trades             | 3                   |
|                             |                     |
| Total/Daily Avg Trades      | 716 / 11.74         |
| Starting balance            | 10000 USDT          |
| Final balance               | 6971 USDT           |
| Absolute profit             | -3029 USDT          |
| Total profit %              | -30.29%             |
| CAGR %                      | -88.46%             |
| Profit factor               | 0.87                |
| Trades per day              | 11.74               |
| Avg. daily profit %         | -0.50%              |
| Avg. stake amount           | 3048.131 USDT       |
| Total trade volume          | 2182461.495 USDT    |
|                             |                     |
| Long / Short                | 347 / 369           |
| Total profit Long %         | -7.39%              |
| Total profit Short %        | -22.90%             |
| Absolute profit Long        | -738.534 USDT       |
| Absolute profit Short       | -2290.466 USDT      |
|                             |                     |
| Best Pair                   | LDO/USDT 13.83%     |
| Worst Pair                  | ETH/USDT -22.67%    |
| Best trade                  | C98/USDT 2.09%      |
| Worst trade                 | BTCDOM/USDT -2.74%  |
| Best day                    | 365.372 USDT        |
| Worst day                   | -511.385 USDT       |
| Days win/draw/lose          | 19 / 3 / 40         |
| Avg. Duration Winners       | 6:07:00             |
| Avg. Duration Loser         | 5:39:00             |
| Rejected Entry signals      | 2205453             |
| Entry/Exit Timeouts         | 0 / 0               |
|                             |                     |
| Min balance                 | 6927.45 USDT        |
| Max balance                 | 10958.96 USDT       |
| Max % of account underwater | 37.09%              |
| Absolute Drawdown (Account) | 37.09%              |
| Absolute Drawdown           | 4084.525 USDT       |
| Drawdown high               | 1011.976 USDT       |
| Drawdown low                | -3072.55 USDT       |
| Drawdown Start              | 2022-10-14 01:30:00 |
| Drawdown End                | 2022-11-30 22:55:00 |
| Market change               | -15.73%             |
=====================================================
