============================================================== BACKTESTING REPORT =============================================================
|         Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |    Avg Duration |   Win  Draw  Loss  Win% |
|     FTM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     RVN/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    BAKE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     XMR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    RUNE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     BLZ/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ENJ/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ZIL/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|   SPELL/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    DASH/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|   1INCH/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     GAL/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     BAL/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    COMP/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|   AUDIO/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    COTI/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     XTZ/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     FLM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     GRT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|   ALICE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     OGN/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     CHR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     NEO/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     HOT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ONE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     OMG/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    ROSE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|   STORJ/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ONT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     CTK/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    IOST/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     XEM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    QTUM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     BAT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ZRX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     SXP/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
| 1000XEC/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ZEN/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    CELR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     DGB/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    DENT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    CTSI/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    API3/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     DAR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     ICX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|    DEFI/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|     SOL/USDT |         2 |          -0.02 |          -0.04 |            -6.780 |          -0.07 |         0:00:00 |     1     0     1  50.0 |
|     CRV/USDT |         2 |          -0.05 |          -0.09 |            -9.641 |          -0.10 |         1:42:00 |     1     0     1  50.0 |
|   SUSHI/USDT |         4 |          -0.01 |          -0.05 |           -10.103 |          -0.10 |         0:36:00 |     2     0     2  50.0 |
|     GMT/USDT |         4 |           0.00 |           0.01 |           -10.612 |          -0.11 |        10:55:00 |     2     0     2  50.0 |
|     RLC/USDT |         4 |          -0.04 |          -0.18 |           -18.473 |          -0.18 |         3:32:00 |     2     0     2  50.0 |
|     STG/USDT |         2 |          -0.03 |          -0.06 |           -29.526 |          -0.30 |         2:42:00 |     1     0     1  50.0 |
|     MKR/USDT |         2 |          -0.02 |          -0.05 |           -38.402 |          -0.38 |         5:22:00 |     1     0     1  50.0 |
|     UNI/USDT |         3 |          -0.70 |          -2.10 |          -157.107 |          -1.57 |         2:17:00 |     1     0     2  33.3 |
|   LUNA2/USDT |         5 |          -0.42 |          -2.11 |          -159.502 |          -1.60 |         9:51:00 |     2     0     3  40.0 |
|    IOTX/USDT |         1 |          -2.07 |          -2.07 |          -167.787 |          -1.68 |         6:40:00 |     0     0     1     0 |
|     BCH/USDT |         1 |          -2.04 |          -2.04 |          -171.425 |          -1.71 |         0:50:00 |     0     0     1     0 |
|    DUSK/USDT |         1 |          -2.03 |          -2.03 |          -172.889 |          -1.73 |         1:35:00 |     0     0     1     0 |
|     WOO/USDT |         1 |          -2.04 |          -2.04 |          -175.040 |          -1.75 |         2:35:00 |     0     0     1     0 |
|   OCEAN/USDT |         1 |          -2.05 |          -2.05 |          -178.343 |          -1.78 |         0:00:00 |     0     0     1     0 |
|    ARPA/USDT |         1 |          -2.05 |          -2.05 |          -188.644 |          -1.89 |         2:40:00 |     0     0     1     0 |
|    DOGE/USDT |         3 |          -0.70 |          -2.09 |          -195.886 |          -1.96 |         2:52:00 |     1     0     2  33.3 |
|    DYDX/USDT |         7 |          -0.30 |          -2.07 |          -196.000 |          -1.96 |         1:06:00 |     3     0     4  42.9 |
|    FLOW/USDT |         1 |          -2.02 |          -2.02 |          -196.010 |          -1.96 |         1:05:00 |     0     0     1     0 |
|     KNC/USDT |         1 |          -2.03 |          -2.03 |          -196.952 |          -1.97 |         2:40:00 |     0     0     1     0 |
|     LTC/USDT |         1 |          -2.05 |          -2.05 |          -211.553 |          -2.12 |         4:15:00 |     0     0     1     0 |
|     ICP/USDT |         1 |          -2.04 |          -2.04 |          -213.577 |          -2.14 |        12:10:00 |     0     0     1     0 |
|     BNX/USDT |        11 |          -0.21 |          -2.29 |          -279.529 |          -2.80 |        18:30:00 |     5     0     6  45.5 |
|    LINK/USDT |         2 |          -2.04 |          -4.07 |          -340.192 |          -3.40 |         3:42:00 |     0     0     2     0 |
|     LRC/USDT |         2 |          -2.05 |          -4.10 |          -341.607 |          -3.42 |         1:50:00 |     0     0     2     0 |
|     TRX/USDT |         2 |          -2.05 |          -4.11 |          -342.620 |          -3.43 |         1:02:00 |     0     0     2     0 |
|     ATA/USDT |         2 |          -2.04 |          -4.09 |          -353.416 |          -3.53 |         5:18:00 |     0     0     2     0 |
|     LIT/USDT |         8 |          -0.55 |          -4.40 |          -364.876 |          -3.65 |         2:02:00 |     3     0     5  37.5 |
|    ATOM/USDT |         2 |          -2.03 |          -4.07 |          -366.155 |          -3.66 |         3:15:00 |     0     0     2     0 |
|    LINA/USDT |         2 |          -2.09 |          -4.18 |          -375.588 |          -3.76 |         1:28:00 |     0     0     2     0 |
|     SKL/USDT |         2 |          -2.02 |          -4.05 |          -376.129 |          -3.76 |         3:02:00 |     0     0     2     0 |
|   THETA/USDT |         2 |          -2.03 |          -4.07 |          -379.637 |          -3.80 |         6:50:00 |     0     0     2     0 |
|    ANKR/USDT |         2 |          -2.05 |          -4.11 |          -390.744 |          -3.91 |         0:52:00 |     0     0     2     0 |
|    MASK/USDT |         2 |          -2.09 |          -4.18 |          -395.642 |          -3.96 |         0:30:00 |     0     0     2     0 |
|    NEAR/USDT |         2 |          -2.05 |          -4.10 |          -397.175 |          -3.97 |         8:00:00 |     0     0     2     0 |
|    ALGO/USDT |         2 |          -2.03 |          -4.06 |          -403.369 |          -4.03 |        16:42:00 |     0     0     2     0 |
|     ETH/USDT |         6 |          -1.38 |          -8.26 |          -835.801 |          -8.36 |        11:02:00 |     1     0     5  16.7 |
|   JASMY/USDT |         5 |          -2.03 |         -10.15 |          -920.828 |          -9.21 |         4:36:00 |     0     0     5     0 |
|     XRP/USDT |        10 |          -1.23 |         -12.29 |         -1196.024 |         -11.96 |         8:32:00 |     2     0     8  20.0 |
|        TOTAL |       208 |          -0.07 |         -15.51 |         -1771.014 |         -17.71 |         6:48:00 |   102     0   106  49.0 |
=========================================================== ENTER TAG STATS ===========================================================
|   TAG |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|-------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
| TOTAL |       208 |          -0.07 |         -15.51 |         -1771.014 |         -17.71 |        6:48:00 |   102     0   106  49.0 |
===================================================== EXIT REASON STATS =====================================================
|   Exit Reason |   Exits |   Win  Draws  Loss  Win% |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |
|---------------+---------+--------------------------+----------------+----------------+-------------------+----------------|
|     stop_loss |     106 |      0     0   106     0 |          -2.04 |        -216.46 |        -19782.8   |        -216.46 |
|           roi |     101 |    101     0     0   100 |           1.99 |         200.91 |         18008.3   |         200.91 |
|    force_exit |       1 |      1     0     0   100 |           0.04 |           0.04 |             3.487 |           0.04 |
======================================================== LEFT OPEN TRADES REPORT =========================================================
|     Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|----------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
| BTC/USDT |         1 |           0.04 |           0.04 |             3.487 |           0.03 |        1:00:00 |     1     0     0   100 |
|    TOTAL |         1 |           0.04 |           0.04 |             3.487 |           0.03 |        1:00:00 |     1     0     0   100 |
================== SUMMARY METRICS ==================
| Metric                      | Value               |
|-----------------------------+---------------------|
| Backtesting from            | 2022-10-01 00:00:00 |
| Backtesting to              | 2022-12-01 00:00:00 |
| Max open trades             | 1                   |
|                             |                     |
| Total/Daily Avg Trades      | 208 / 3.41          |
| Starting balance            | 10000 USDT          |
| Final balance               | 8228.986 USDT       |
| Absolute profit             | -1771.014 USDT      |
| Total profit %              | -17.71%             |
| CAGR %                      | -68.85%             |
| Profit factor               | 0.91                |
| Trades per day              | 3.41                |
| Avg. daily profit %         | -0.29%              |
| Avg. stake amount           | 9047.574 USDT       |
| Total trade volume          | 1881895.402 USDT    |
|                             |                     |
| Long / Short                | 111 / 97            |
| Total profit Long %         | 9.99%               |
| Total profit Short %        | -27.70%             |
| Absolute profit Long        | 998.85 USDT         |
| Absolute profit Short       | -2769.864 USDT      |
|                             |                     |
| Best Pair                   | LDO/USDT 7.98%      |
| Worst Pair                  | XRP/USDT -12.29%    |
| Best trade                  | GMT/USDT 2.05%      |
| Worst trade                 | LIT/USDT -2.13%     |
| Best day                    | 475.38 USDT         |
| Worst day                   | -1079.858 USDT      |
| Days win/draw/lose          | 22 / 11 / 28        |
| Avg. Duration Winners       | 7:26:00             |
| Avg. Duration Loser         | 6:12:00             |
| Rejected Entry signals      | 2329304             |
| Entry/Exit Timeouts         | 0 / 0               |
|                             |                     |
| Min balance                 | 7865.772 USDT       |
| Max balance                 | 11173.768 USDT      |
| Max % of account underwater | 29.61%              |
| Absolute Drawdown (Account) | 29.61%              |
| Absolute Drawdown           | 3307.995 USDT       |
| Drawdown high               | 1173.768 USDT       |
| Drawdown low                | -2134.228 USDT      |
| Drawdown Start              | 2022-10-16 12:15:00 |
| Drawdown End                | 2022-11-19 08:45:00 |
| Market change               | -15.73%             |
=====================================================
